mu,seed,target,excluded_initial_rounds,included_all_rounds,excluding_initial_rounds,excluded_minus_included,excluded_over_included
0.05,8,Mean_abs_delta_error_T,3,36.029343591069924,35.00388366305349,-1.0254599280164314,0.9715382012046815
0.05,9,Mean_abs_delta_error_T,3,38.266659309345,37.67426729755387,-0.5923920117911337,0.9845193695377933
0.1,0,Mean_abs_delta_error_T,3,47.543122000776314,43.83365514430549,-3.7094668564708257,0.9219767928490212
0.1,1,Mean_abs_delta_error_T,3,44.744548266628264,41.27960254830927,-3.464945718318994,0.9225616113571707
0.1,2,Mean_abs_delta_error_T,3,44.129339305018995,41.40286753078835,-2.726471774230646,0.9382163472834828
0.1,3,Mean_abs_delta_error_T,3,46.439729421602394,44.03531118117894,-2.4044182404234533,0.9482249730915747
0.1,4,Mean_abs_delta_error_T,3,41.35034924312137,39.21274332897169,-2.137605914149681,0.9483050094309597
0.1,5,Mean_abs_delta_error_T,3,45.93269689297393,43.96635321502592,-1.9663436779480108,0.9571907636399031
0.1,6,Mean_abs_delta_error_T,3,45.04535828533659,41.53847540970402,-3.50688287563257,0.9221477415404608
0.1,7,Mean_abs_delta_error_T,3,48.020121076923054,43.72423623481623,-4.2958848421068225,0.9105398998218834
0.1,8,Mean_abs_delta_error_T,3,45.24814798949837,42.57168395015319,-2.676464039345184,0.9408492024918597
0.1,9,Mean_abs_delta_error_T,3,49.769540983031725,48.03662358455698,-1.732917398474747,0.9651811657442136
0.2,0,Mean_abs_delta_error_T,3,67.92685836330251,61.02964974090777,-6.897208622394743,0.8984612451012314
0.2,1,Mean_abs_delta_error_T,3,64.97892146597418,58.35935130765661,-6.619570158317572,0.8981274233401385
0.2,2,Mean_abs_delta_error_T,3,61.759712070410544,54.785366183100294,-6.97434588731025,0.8870728885627092
0.2,3,Mean_abs_delta_error_T,3,64.94040601310034,57.69770512576524,-7.242700887335104,0.8884715798377663
0.2,4,Mean_abs_delta_error_T,3,57.23457994200339,51.910131842874854,-5.324448099128539,0.9069714828950631
0.2,5,Mean_abs_delta_error_T,3,70.10071805441297,65.35383184960263,-4.7468862048103375,0.9322847705907128
0.2,6,Mean_abs_delta_error_T,3,66.06749063224119,58.24652921890588,-7.820961413335311,0.8816216366250386
0.2,7,Mean_abs_delta_error_T,3,69.41614510709128,58.903192604018756,-10.512952503072526,0.8485517672170683
0.2,8,Mean_abs_delta_error_T,3,69.0079598886602,62.058667069600375,-6.949292819059821,0.899297228460716
0.2,9,Mean_abs_delta_error_T,3,73.6398314851168,69.1476970758406,-4.492134409276204,0.9389985783687718
0.0,0,Mean_abs_delta_loss_T,3,26295.699603933794,26400.255396402164,104.55579246837078,1.003976155570804
0.0,1,Mean_abs_delta_loss_T,3,26253.718004583952,26375.310169975834,121.59216539188128,1.0046314265038823
0.0,2,Mean_abs_delta_loss_T,3,26179.277144185093,26234.945730331834,55.66858614674129,1.0021264370990894
0.0,3,Mean_abs_delta_loss_T,3,26409.798970996064,26559.467548800363,149.66857780429928,1.0056671608128736
0.0,4,Mean_abs_delta_loss_T,3,26246.34634521825,26371.8815935016,125.53524828334776,1.0047829608979544
0.0,5,Mean_abs_delta_loss_T,3,26102.524106591827,26206.420990356804,103.89688376497725,1.0039803385810777
0.0,6,Mean_abs_delta_loss_T,3,26344.97389785325,26503.94051203336,158.9666141801099,1.0060340395400074
0.0,7,Mean_abs_delta_loss_T,3,26170.32768071217,26278.494829191768,108.16714847959884,1.0041331980936303
0.0,8,Mean_abs_delta_loss_T,3,26262.9042486853,26361.507356130933,98.60310744563321,1.0037544631969089
0.0,9,Mean_abs_delta_loss_T,3,26278.556879629672,26324.62097177942,46.06409214974701,1.0017529155942904
0.05,0,Mean_abs_delta_loss_T,3,33785.382127534285,33524.59206006822,-260.7900674660632,0.9922809791974049
0.05,1,Mean_abs_delta_loss_T,3,33927.00421401915,33901.49402612576,-25.510187893392867,0.9992480860457803
0.05,2,Mean_abs_delta_loss_T,3,32800.853989988085,32405.255388391182,-395.5986015969029,0.9879393810381384
0.05,3,Mean_abs_delta_loss_T,3,33329.75975985349,32548.74593351099,-781.0138263425033,0.9765670730311338
0.05,4,Mean_abs_delta_loss_T,3,32234.820011227446,32238.019283695336,3.1992724678893865,1.000099248963288
0.05,5,Mean_abs_delta_loss_T,3,34507.96427595455,34338.24970426527,-169.71457168928464,0.9950818723952504
0.05,6,Mean_abs_delta_loss_T,3,33531.326147969514,33017.72712029435,-513.5990276751618,0.9846830087957538
0.05,7,Mean_abs_delta_loss_T,3,35140.56764251344,34153.08182025744,-987.4858222559997,0.9718989791997177
0.05,8,Mean_abs_delta_loss_T,3,34594.75307221464,34312.93717226709,-281.81589994754904,0.9918537964598483
0.05,9,Mean_abs_delta_loss_T,3,35195.62610558456,35260.145357685426,64.51925210086483,1.0018331610839173
0.1,0,Mean_abs_delta_loss_T,3,47037.862716527554,45847.274944861434,-1190.5877716661198,0.9746887357777889
0.1,1,Mean_abs_delta_loss_T,3,45984.3443366005,45024.95966316061,-959.3846734398903,0.979136710824508
0.1,2,Mean_abs_delta_loss_T,3,43514.34703137417,41999.582397314654,-1514.7646340595165,0.9651893056566525
0.1,3,Mean_abs_delta_loss_T,3,45218.41463129173,42839.04789069181,-2379.366740599922,0.9473805802348194
0.1,4,Mean_abs_delta_loss_T,3,41571.007515167104,40679.13805444096,-891.8694607261423,0.9785458781483527
0.1,5,Mean_abs_delta_loss_T,3,48615.620468272464,47551.54084195707,-1064.079626315397,0.9781123923531977
0.1,6,Mean_abs_delta_loss_T,3,45286.9288174723,43408.711870817584,-1878.216946654713,0.9585262901305405
0.1,7,Mean_abs_delta_loss_T,3,49034.83705922443,45697.998868281175,-3336.8381909432574,0.9319496425181751
0.1,8,Mean_abs_delta_loss_T,3,47923.97006103703,46576.32726899565,-1347.642792041377,0.9718795669406147
0.1,9,Mean_abs_delta_loss_T,3,49699.43884833771,49356.06897319406,-343.3698751436532,0.9930910713863093
0.2,0,Mean_abs_delta_loss_T,3,79983.20321832983,78738.5977376623,-1244.6054806675238,0.9844391643421666
0.2,1,Mean_abs_delta_loss_T,3,76644.4455130731,75053.30073650947,-1591.1447765636258,0.9792399205720363
0.2,2,Mean_abs_delta_loss_T,3,69831.12226546765,66156.21708417119,-3674.905181296461,0.9473743932207467
0.2,3,Mean_abs_delta_loss_T,3,73614.00355569921,67994.45477683017,-5619.548778869037,0.923661959580597
0.2,4,Mean_abs_delta_loss_T,3,66166.01421522845,63815.449017947685,-2350.565197280768,0.9644747348746938
0.2,5,Mean_abs_delta_loss_T,3,82844.63889571039,80228.39432142858,-2616.244574281809,0.9684198686945176
0.2,6,Mean_abs_delta_loss_T,3,74522.0768470445,70066.2461850277,-4455.8306620168005,0.9402079108562376
0.2,7,Mean_abs_delta_loss_T,3,83851.60407302598,76696.0625184799,-7155.5415545460855,0.9146642257634767
0.2,8,Mean_abs_delta_loss_T,3,81998.63857200016,78521.23796995441,-3477.4006020457455,0.9575919714936199
0.2,9,Mean_abs_delta_loss_T,3,86993.63930462935,86591.02923253734,-402.6100720920076,0.9953719596592324
