round,mu,seed,delta_rep,v_t,observable_fr_step,channel,channel_label,observable_fr_step_z_within_channel
3,0.1,7,9716.456013272807,10142.189241146552,0.0134600970535795,blind,Weak blind,0.9182713556788809
4,0.1,7,9820.243337545136,7793.056468630617,0.009795427447166265,blind,Weak blind,0.2950485893301882
5,0.1,7,1469.595904062735,2765.1953920944943,0.008734538291977532,blind,Weak blind,0.11463115881230736
6,0.1,7,2678.1135455890326,1573.0266663068323,0.00798862225326373,blind,Weak blind,-0.012221165418379289
7,0.1,7,1555.7282200765912,2536.5319502361235,0.008231919809353333,blind,Weak blind,0.029154618004684583
8,0.1,7,1437.38126403786,1116.5350187848671,0.008458460322044357,blind,Weak blind,0.06768065723132445
9,0.1,7,1018.9015340702026,588.105110019038,0.007779618505065153,blind,Weak blind,-0.04776485915317402
10,0.1,7,2326.6075256794575,2869.8045781080727,0.006642393830086869,blind,Weak blind,-0.24116409674328163
11,0.1,7,493.64694757398684,2489.6324255804648,0.00755972181197275,blind,Weak blind,-0.08516103400619401
12,0.1,7,608.7295368239866,4014.2139787611086,0.007205168007659889,blind,Weak blind,-0.14545732984596627
13,0.1,7,1619.8447449533269,3825.8123961227247,0.0069251637180332715,blind,Weak blind,-0.19307555105347
14,0.1,7,5147.85984030331,5884.916312416084,0.00804500398972539,blind,Weak blind,-0.0026327480320790186
15,0.1,7,6735.83871955541,6262.602556306694,0.007918493986086834,blind,Weak blind,-0.024147351777100406
16,0.1,7,5554.389567385486,7312.9390572404955,0.006507001910589485,blind,Weak blind,-0.2641891810408548
17,0.1,7,9343.19772905216,6895.285312250839,0.004364165512129347,blind,Weak blind,-0.62860523255718
18,0.1,7,9482.981933434727,6476.1994762244285,0.004862987380202935,blind,Weak blind,-0.5437743533990689
0,0.1,8,11261.99052085838,11077.964635305107,0.021925277101055865,blind,Weak blind,2.357880786661534
1,0.1,8,5978.524646820209,6548.618962448789,0.01788535869767974,blind,Weak blind,1.67084228289876
2,0.1,8,11206.299624784908,9830.44041366229,0.01648951277539677,blind,Weak blind,1.4334612771023967
3,0.1,8,10434.72815780295,9566.261565848312,0.01209458922660729,blind,Weak blind,0.6860497213173219
4,0.1,8,5635.964426903753,6623.961333787127,0.011094306242120601,blind,Weak blind,0.5159391259085676
5,0.1,8,9210.127421542129,4359.8736147838645,0.008895312791822346,blind,Weak blind,0.1419728674280755
6,0.1,8,2383.847869919089,1538.5769645402324,0.00964072325662383,blind,Weak blind,0.2687392125102797
7,0.1,8,2049.0434955840465,1328.3793876636773,0.010781663245776956,blind,Weak blind,0.4627702856071537
8,0.1,8,767.7331032587099,1581.1449962742045,0.009154617334080802,blind,Weak blind,0.18607083846215872
9,0.1,8,2363.731215275533,818.157058754703,0.006421526084736608,blind,Weak blind,-0.2787254111421292
10,0.1,8,1893.998038325517,974.2226078009116,0.006926472985954721,blind,Weak blind,-0.19285289371637487
11,0.1,8,4447.71634829283,3150.706856889068,0.008148643790006689,blind,Weak blind,0.014992492432191537
12,0.1,8,4900.768550059991,3854.889237061492,0.008282255095060347,blind,Weak blind,0.03771476103869202
13,0.1,8,5287.4690293735475,4416.764992904093,0.006774160235837251,blind,Weak blind,-0.2187555762698762
14,0.1,8,6707.664752856828,5614.68382252357,0.006602856518834798,blind,Weak blind,-0.24788790956651233
15,0.1,8,9273.06732707913,5743.375702315476,0.007264838173972955,blind,Weak blind,-0.13530967395550444
16,0.1,8,9371.846292572329,6696.95571534842,0.0063845193953176215,blind,Weak blind,-0.2850188601648586
17,0.1,8,6520.2179521168,7444.981575755635,0.007221210783005194,blind,Weak blind,-0.14272905583918685
18,0.1,8,4289.65240403777,6580.0125238903565,0.00676380828337736,blind,Weak blind,-0.22051605487833606
0,0.1,9,12061.124943453935,10961.023903398716,0.02035529396015651,blind,Weak blind,2.090885575284278
1,0.1,9,4495.205975447956,6593.683525204193,0.015727590115248147,blind,Weak blind,1.3038868272882613
2,0.1,9,7396.273778705741,9869.695373855124,0.015557036507978213,blind,Weak blind,1.2748820595057844
3,0.1,9,10334.108751384716,9510.114442443184,0.014108981870150738,blind,Weak blind,1.0286223105691894
4,0.1,9,6248.940512443834,7033.913894204656,0.012451378237045582,blind,Weak blind,0.7467261418325665
5,0.1,9,3703.9499627619516,2818.2255714915227,0.008691869986093077,blind,Weak blind,0.10737488130718477
6,0.1,9,2222.981700421893,1081.924060199235,0.009051870550974101,blind,Weak blind,0.16859746670468134
7,0.1,9,2111.762891277729,2212.776672324864,0.008207383330710456,blind,Weak blind,0.02498188383254831
8,0.1,9,1338.1475023984676,17.15249141509412,0.008465667423062652,blind,Weak blind,0.06890631463468648
9,0.1,9,1035.3983189837309,1363.7102616879274,0.006331548240708545,blind,Weak blind,-0.2940272655759166
10,0.1,9,4975.908883789263,532.1041594114504,0.006550287476393603,blind,Weak blind,-0.2568279307889355
11,0.1,9,2690.7053474721615,3116.938010937185,0.005754757156056858,blind,Weak blind,-0.39211778231794714
12,0.1,9,5564.538474333589,4555.732406523137,0.005803622355900416,blind,Weak blind,-0.38380764571753173
13,0.1,9,279.1198420308647,3851.6405659966404,0.009174690986433585,blind,Weak blind,0.18948461337057892
14,0.1,9,4935.09067734878,5418.453246944002,0.0076614319637167095,blind,Weak blind,-0.06786395433912504
15,0.1,9,6438.2518627929385,6366.007403039082,0.0065461840509529355,blind,Weak blind,-0.25752576945634575
16,0.1,9,7374.515697113471,6221.240775370563,0.005198775198980608,blind,Weak blind,-0.48666944741829843
17,0.1,9,6631.138724866032,6334.100316115539,0.004349179774348339,blind,Weak blind,-0.6311537441445035
18,0.1,9,5943.036574729835,6338.044660120213,0.0059487223346975536,blind,Weak blind,-0.3591315848729647
0,0.2,0,28454.178839602624,23738.22338372923,0.033817352060801345,blind,Weak blind,4.380276432115766
1,0.2,0,19134.902777478273,21869.50932525692,0.029392376062065073,blind,Weak blind,3.627754082452132
2,0.2,0,6445.01451185171,10631.161942112085,0.021669888143158518,blind,Weak blind,2.3144487095768342
3,0.2,0,782.1022742413334,416.34701187891187,0.013421065565126735,blind,Weak blind,0.9116335643304687
4,0.2,0,1224.3574766224483,4.633426264161244,0.014922653690211188,blind,Weak blind,1.1669973503573923
5,0.2,0,3446.7288324894034,7666.108267988253,0.013024431868531415,blind,Weak blind,0.8441810580563275
6,0.2,0,10203.606491949118,11415.2878179478,0.016067021209347943,blind,Weak blind,1.3616113176705422
7,0.2,0,14360.25525744236,12663.236243189429,0.014032336553068942,blind,Weak blind,1.0155878186041305
8,0.2,0,15955.660384926596,14340.758945431677,0.009663619144837347,blind,Weak blind,0.27263294382113706
9,0.2,0,19942.679883117205,16497.09349788283,0.009369380356513482,blind,Weak blind,0.2225939686007311
10,0.2,0,21674.92010661756,17394.325404296687,0.012554158223322544,blind,Weak blind,0.7642051602032026
11,0.2,0,17523.630001553916,17655.650973647076,0.01002163632001274,blind,Weak blind,0.33351822906559175
12,0.2,0,24016.07003077137,18098.987551424187,0.007917075764084215,blind,Weak blind,-0.024388538114395862
13,0.2,0,14594.555117090466,18186.362750132743,0.007992653325813276,blind,Weak blind,-0.011535631262371369
14,0.2,0,24198.934425478743,20282.065039864916,0.010972995287719237,blind,Weak blind,0.49530868532038724
15,0.2,0,17055.251681609137,20963.62517923658,0.007807148537348287,blind,Weak blind,-0.04308303385379697
16,0.2,0,22737.911962284066,23152.1702497332,0.007752340587704934,blind,Weak blind,-0.052403809165943546
17,0.2,0,30641.24575829215,24802.625297752093,0.006864950077674873,blind,Weak blind,-0.2033156314826618
18,0.2,0,25417.80389336683,24332.81949700811,0.005233899224678689,blind,Weak blind,-0.48069616883881816
0,0.2,1,22643.09788744396,22266.351994798053,0.03571122410477962,blind,Weak blind,4.7023529904753625
1,0.2,1,21874.372521799523,21984.021493856504,0.028147788083199596,blind,Weak blind,3.4160963761761116
2,0.2,1,11653.157026502537,12556.39283982286,0.020859353617239878,blind,Weak blind,2.1766072057806585
3,0.2,1,3819.061261319148,1592.2416099131224,0.01599235417396814,blind,Weak blind,1.3489132571788074
4,0.2,1,1372.904764274892,258.93316970887827,0.013448093565254997,blind,Weak blind,0.9162300128013842
5,0.2,1,11714.704064459307,7451.773588829965,0.014073728468476682,blind,Weak blind,1.0226270299916285
6,0.2,1,10080.835182753275,10084.57308808784,0.011132230196493594,blind,Weak blind,0.5223885672753572
7,0.2,1,9667.831694339053,10968.466756254144,0.013713707455770533,blind,Weak blind,0.9614009671864777
8,0.2,1,15241.233188095153,15167.75644993066,0.010501997538431044,blind,Weak blind,0.4152096445387294
9,0.2,1,18038.141432951496,16082.106898163911,0.010696678106998172,blind,Weak blind,0.44831750296187717
10,0.2,1,21116.089782468218,16707.71473199647,0.009768909788320526,blind,Weak blind,0.2905389307585094
11,0.2,1,20482.457254626963,17531.686597707856,0.010433644165016302,blind,Weak blind,0.40358530099784073
12,0.2,1,13940.398775266192,17020.784784305608,0.007812197587599756,blind,Weak blind,-0.04222437989502066
13,0.2,1,23201.534732162545,20322.236502162123,0.007641322728062587,blind,Weak blind,-0.07128378063167487
14,0.2,1,15994.283553439775,19834.792452784954,0.012705718775172261,blind,Weak blind,0.7899799220610835
15,0.2,1,19302.291036681097,21478.68671434786,0.007132413945264843,blind,Weak blind,-0.15783006542616612
16,0.2,1,25804.219163830276,23695.851200403587,0.010537345561775038,blind,Weak blind,0.4212210167112303
17,0.2,1,25706.24933635193,23464.34734273766,0.007271070792095255,blind,Weak blind,-0.13424973952076655
18,0.2,1,29727.693343707593,25340.042736857315,0.007548144993788097,blind,Weak blind,-0.0871298163056758
0,0.2,2,33014.617718732916,24893.643008783984,0.035835024097934376,blind,Weak blind,4.723406723142785
1,0.2,2,22508.960291483672,23256.702705797623,0.024724039764510052,blind,Weak blind,2.833845279181918
2,0.2,2,11463.921382642235,11542.525488625397,0.021365911288508302,blind,Weak blind,2.262753654740363
3,0.2,2,3146.38901407714,970.7184195690206,0.018414647618502523,blind,Weak blind,1.7608544643122273
4,0.2,2,2871.4513657302014,705.1681057996466,0.016989156257897018,blind,Weak blind,1.5184318820395957
5,0.2,2,1947.3920061958488,5971.811208474857,0.013740539463467935,blind,Weak blind,0.9659640847004277
6,0.2,2,10436.904595457949,10216.740566818742,0.01666751570142258,blind,Weak blind,1.4637328944350558
7,0.2,2,13975.040500848438,13456.58152965299,0.013499873965130714,blind,Weak blind,0.9250359155208848
8,0.2,2,13462.636150568607,13751.037505645712,0.011867163187845036,blind,Weak blind,0.6473730873394337
9,0.2,2,23497.73396487377,17366.010505475337,0.010747026376833125,blind,Weak blind,0.4568798541087576
10,0.2,2,13558.537266039697,16776.078814516834,0.009188412176952706,blind,Weak blind,0.19181807292664885
11,0.2,2,18518.057371494477,16963.799730795436,0.009341776257334901,blind,Weak blind,0.21789954730214192
12,0.2,2,16074.526611456124,17337.398557942885,0.006991307297915481,blind,Weak blind,-0.18182701045972677
13,0.2,2,14902.396577011386,18897.40574030968,0.011121910324390421,blind,Weak blind,0.5206335443316112
14,0.2,2,20469.225330021523,21124.066821094893,0.00953061135029394,blind,Weak blind,0.25001330970290275
15,0.2,2,19385.475767311815,21620.372423258726,0.010237686577564378,blind,Weak blind,0.37026026958843816
16,0.2,2,27028.56047173828,22885.98663239577,0.009744293786734325,blind,Weak blind,0.2863526727181805
17,0.2,2,19934.221981139388,23522.19756697712,0.00681436225028949,blind,Weak blind,-0.21191872237836365
18,0.2,2,33298.58300835523,25872.536671419395,0.006285453350950543,blind,Weak blind,-0.3018662763994972
0,0.2,3,20980.298925233423,21406.753071851854,0.03648993272548222,blind,Weak blind,4.834782102208805
1,0.2,3,26774.217903296172,22558.5466587423,0.0247009170446387,blind,Weak blind,2.829912972318972
2,0.2,3,10374.181241423357,11796.97922557121,0.019751456272413308,blind,Weak blind,1.9881954464054454
3,0.2,3,7018.585792824335,1699.24673367996,0.020562484264918173,blind,Weak blind,2.126120870348319
4,0.2,3,3977.591014437261,1367.5373141297605,0.013351281981640655,blind,Weak blind,0.8997659957317033
5,0.2,3,6819.676553607802,7866.409444967576,0.014802381514028453,blind,Weak blind,1.1465435669592365
6,0.2,3,7174.339176294161,9306.668781119166,0.012936086542888976,blind,Weak blind,0.8291568337321202
7,0.2,3,12225.14563447528,11609.04471745214,0.014670405383747556,blind,Weak blind,1.1240993802140749
8,0.2,3,12803.989638916159,13479.442291365995,0.011211344173661555,blind,Weak blind,0.5358428856731682
9,0.2,3,20985.3644178182,17382.401104847202,0.011086069092124543,blind,Weak blind,0.5145382958314473
10,0.2,3,17182.652142845327,16892.114866189833,0.008683227575188903,blind,Weak blind,0.10590513155888684
11,0.2,3,16971.281912958308,15517.13217682665,0.011134985937957143,blind,Weak blind,0.5228572154763435
12,0.2,3,11770.96475780406,16322.76308584219,0.00890389902504012,blind,Weak blind,0.14343306346024493
13,0.2,3,13708.000243710936,18825.107840097917,0.008107289138708385,blind,Weak blind,0.007959618271200045
14,0.2,3,14642.212842701585,18794.157309125643,0.0073678913290407735,blind,Weak blind,-0.11778419982546783
15,0.2,3,14090.827400324983,19607.62384446425,0.010033868609056808,blind,Weak blind,0.33559848235867973
16,0.2,3,28348.838567685278,24057.40447761235,0.00706748187692877,blind,Weak blind,-0.1688725733734942
17,0.2,3,24707.845057695464,24035.138258391,0.00601028713975774,blind,Weak blind,-0.348661722036713
18,0.2,3,26232.270445740956,25323.786401740916,0.00616150282008896,blind,Weak blind,-0.3229456098812271
0,0.2,4,24157.66984463064,22037.614531025,0.036408698682081554,blind,Weak blind,4.820967240110117
1,0.2,4,31559.43237320549,24406.881382611115,0.028174052148825613,blind,Weak blind,3.420562908058376
2,0.2,4,13681.940011399565,11789.278059922042,0.021116717978378833,blind,Weak blind,2.2203752248205983
3,0.2,4,8156.91317623097,1374.6725118271424,0.012684782694800856,blind,Weak blind,0.786419480513302
4,0.2,4,2495.322267776588,272.1631784540368,0.013623323763826902,blind,Weak blind,0.9460300932535752
5,0.2,4,3139.3558876895695,6090.90697655431,0.018602313370978275,blind,Weak blind,1.7927693657816992
6,0.2,4,10886.887143531989,10465.813289344078,0.018344946793996533,blind,Weak blind,1.749000969910061
7,0.2,4,9816.768669193785,12326.741571013466,0.013872176644380807,blind,Weak blind,0.9883506288787333
8,0.2,4,13510.472443010134,13974.226478048426,0.012939536791349564,blind,Weak blind,0.8297435915087107
9,0.2,4,15114.127602980996,15300.243008484133,0.007429455513084944,blind,Weak blind,-0.10731444260073383
10,0.2,4,12720.669150070287,16693.47744414152,0.008057874238855433,blind,Weak blind,-0.00044400167077396775
11,0.2,4,17712.614861835027,17058.688845083292,0.008652953616186164,blind,Weak blind,0.10075666730306534
12,0.2,4,14427.718497640803,17171.08099773497,0.011623018783268282,blind,Weak blind,0.6058532867706176
13,0.2,4,13087.213385864045,17214.59952395357,0.006180830306823311,blind,Weak blind,-0.3196587297411812
14,0.2,4,25108.8132084572,20750.18356594356,0.006802912579530567,blind,Weak blind,-0.2138658816725248
15,0.2,4,17328.487177107483,21670.597564515076,0.006408238732987579,blind,Weak blind,-0.2809850910052159
16,0.2,4,26845.613427778357,23401.485676509794,0.009788151633454907,blind,Weak blind,0.2938112464764982
17,0.2,4,19708.82970789564,22659.027466492902,0.007680454922524695,blind,Weak blind,-0.0646288629705327
18,0.2,4,21701.376685190597,23525.674740894407,0.006829500812244909,blind,Weak blind,-0.20934422113440795
0,0.2,5,20926.92074659519,20976.579885343264,0.03611796267024613,blind,Weak blind,4.771523955712482
1,0.2,5,13827.53518641321,20965.341923907283,0.027709789589742365,blind,Weak blind,3.341609270361369
2,0.2,5,13199.624979285349,11976.713110558689,0.017952461878149084,blind,Weak blind,1.6822540155389176
3,0.2,5,10892.073560495337,2093.032191716542,0.012932627329045689,blind,Weak blind,0.8285685512804
4,0.2,5,1207.1240088108461,812.2250062256353,0.011424836719004045,blind,Weak blind,0.5721499553392368
5,0.2,5,3784.1645533271367,6048.456206681847,0.015784226510630973,blind,Weak blind,1.3135185525997963
6,0.2,5,6949.287141765526,9698.97874621913,0.014538896332936237,blind,Weak blind,1.101734626157368
7,0.2,5,12627.095125579624,12194.764245448052,0.01291344476166202,blind,Weak blind,0.825306316483135
8,0.2,5,13456.17427568871,13263.689782868954,0.010059601958740387,blind,Weak blind,0.33997475937670946
9,0.2,5,12078.983333507495,16322.903395777103,0.01121387923986025,blind,Weak blind,0.5362740052934641
10,0.2,5,18632.733186862897,17559.83403831499,0.010364830993496712,blind,Weak blind,0.39188276305537123
11,0.2,5,21032.736924460856,19114.03926203656,0.00788792768123555,blind,Weak blind,-0.029345533090127256
12,0.2,5,17288.378503982618,18014.539581698307,0.006514359685937311,blind,Weak blind,-0.26293789958879166
13,0.2,5,20941.052044426673,19443.0390859748,0.009853899908988061,blind,Weak blind,0.304992560636094
14,0.2,5,14998.387446469802,19838.12431769824,0.008218630362005661,blind,Weak blind,0.026894581758915636
15,0.2,5,23670.954188937903,21615.855773714953,0.007015513270365093,blind,Weak blind,-0.17771048298728903
16,0.2,5,18734.150948090828,21237.590260932804,0.009179794253001932,blind,Weak blind,0.19035248749013772
17,0.2,5,16790.91249447089,22542.313734575175,0.0071263042147821695,blind,Weak blind,-0.15886910128533144
18,0.2,5,23176.95042095479,24919.81057398423,0.008160943731468296,blind,Weak blind,0.017084250862532627
0,0.2,6,25126.689509110118,22051.613046871847,0.03884893787926204,blind,Weak blind,5.235960346271143
1,0.2,6,21975.52749135095,21916.541842821694,0.028274839797309558,blind,Weak blind,3.4377031045421242
2,0.2,6,5882.4978604979115,11741.09241838759,0.016367451607167544,blind,Weak blind,1.412703253297346
3,0.2,6,1212.9557416416355,570.2316479351139,0.014089313805747176,blind,Weak blind,1.0252775109493653
4,0.2,6,6325.5202519414015,276.3378333070432,0.018224188784956886,blind,Weak blind,1.728464564576073
5,0.2,6,4284.718931184616,5862.646834051062,0.017364216135652,blind,Weak blind,1.5822154913864799
6,0.2,6,13738.248741660325,11299.602560169238,0.011220799364123336,blind,Weak blind,0.5374508587208973
7,0.2,6,8541.956019700214,12470.02643274184,0.014205452782059555,blind,Weak blind,1.0450283921670442
8,0.2,6,17907.263331562222,14347.510606245312,0.010608824053685706,blind,Weak blind,0.43337682562372853
9,0.2,6,11387.201210641244,14721.278832608834,0.009120794627799307,blind,Weak blind,0.1803188654774008
10,0.2,6,15300.501936039655,16738.33929086919,0.009652524712554296,blind,Weak blind,0.2707461972597523
11,0.2,6,15160.248445724603,16775.89615598612,0.007585171126701462,blind,Weak blind,-0.08083306067425974
12,0.2,6,10329.006207170838,16205.83139023761,0.005102565519304548,blind,Weak blind,-0.5030311032173108
13,0.2,6,23577.242561913794,20086.473165311443,0.008784011669717467,blind,Weak blind,0.12304472364820349
14,0.2,6,25125.59225848154,20261.880728562362,0.006545599193392655,blind,Weak blind,-0.25762523177786034
15,0.2,6,23961.544805109093,21842.072451130894,0.00858632645432094,blind,Weak blind,0.08942588756266526
16,0.2,6,21242.633809868596,22594.58490460558,0.008850255436837366,blind,Weak blind,0.13431030233108762
17,0.2,6,30475.973934498033,24257.90427448688,0.009899092507428294,blind,Weak blind,0.3126781255691832
18,0.2,6,26408.70647516474,24585.52588489582,0.008819616308461911,blind,Weak blind,0.12909973646963935
0,0.2,7,22025.155762292212,22489.887792001013,0.033093528382866694,blind,Weak blind,4.257181189335439
1,0.2,7,14450.039748583164,20914.973642999597,0.03247688680300356,blind,Weak blind,4.152313598932368
2,0.2,7,6697.20814007998,11953.003452508361,0.02117165991518955,blind,Weak blind,2.2297187863214245
3,0.2,7,967.3083390664542,363.8582510360284,0.013850518260834924,blind,Weak blind,0.9846673506687454
4,0.2,7,5730.97974266106,1116.7445597807528,0.01379148838948651,blind,Weak blind,0.9746285849217365
5,0.2,7,2460.9496052539325,6014.724644179398,0.01454470592086153,blind,Weak blind,1.1027226190317625
6,0.2,7,6826.089298233157,8442.851562606811,0.015093168824397757,blind,Weak blind,1.1959955753122695
7,0.2,7,14830.234062705189,12614.215228659916,0.014937650611136907,blind,Weak blind,1.1695477637779317
8,0.2,7,14339.909775915148,14934.13994675636,0.010791676493152677,blind,Weak blind,0.46447316319227333
9,0.2,7,14546.062470644654,15520.570856562757,0.010565568324627825,blind,Weak blind,0.42602064948258195
10,0.2,7,16319.617507137242,16957.204951553897,0.007511968572415061,blind,Weak blind,-0.0932820678934434
11,0.2,7,13650.59921630018,16384.223725887365,0.006306727715412913,blind,Weak blind,-0.2982483054235201
12,0.2,7,13908.449620103056,17716.24016731378,0.0069402023063276155,blind,Weak blind,-0.1905180515772885
13,0.2,7,10460.904383366695,17336.4666114187,0.009796677095803178,blind,Weak blind,0.2952611076644735
14,0.2,7,21558.94151390152,20909.87274815736,0.009036130891269452,blind,Weak blind,0.16592074129255902
15,0.2,7,21406.91966237797,21643.5253339599,0.007731227129856173,blind,Weak blind,-0.05599441596571182
16,0.2,7,17503.477655133,23244.044272363884,0.0067220665079742595,blind,Weak blind,-0.22761476432092825
17,0.2,7,25483.70782300725,23478.75926088268,0.008409311866516408,blind,Weak blind,0.05932234946947589
18,0.2,7,26639.00937157753,23869.642188444035,0.010384109946437809,blind,Weak blind,0.39516138941864015
0,0.2,8,20891.721413942927,22062.674553663062,0.035499994481390504,blind,Weak blind,4.666430758906934
1,0.2,8,22261.137221599056,22468.194812357193,0.029035366542525063,blind,Weak blind,3.5670401616143104
2,0.2,8,15835.062902816688,12621.587300997518,0.019108534983044528,blind,Weak blind,1.878858663683293
3,0.2,8,2622.5035968329175,1240.6864121954422,0.016981977322955467,blind,Weak blind,1.5172110146288253
4,0.2,8,1062.408987669798,167.8379968322697,0.01700740287988938,blind,Weak blind,1.521534947651486
5,0.2,8,15809.166026086896,8704.7343282277,0.013644190709949332,blind,Weak blind,0.9495787776601889
6,0.2,8,7096.975138343172,8497.575371296203,0.013943067418926976,blind,Weak blind,1.0004064891243467
7,0.2,8,9022.889938264387,12398.537093276507,0.011724150332012582,blind,Weak blind,0.623051967782202
8,0.2,8,16506.231359159283,13999.012899314985,0.011432548317544073,blind,Weak blind,0.5734614088374395
9,0.2,8,14964.934298687323,15536.484230192145,0.011861877473965284,blind,Weak blind,0.6464741857793851
10,0.2,8,10551.435676090943,15053.857908337435,0.009995363828293243,blind,Weak blind,0.32905026422105454
11,0.2,8,17057.841110778507,16617.073050105653,0.012693001005264902,blind,Weak blind,0.7878171066930678
12,0.2,8,16921.909730444604,17755.81555348169,0.007638400585862134,blind,Weak blind,-0.07178072735305005
13,0.2,8,20554.767681492434,19026.05531605496,0.007250846473506273,blind,Weak blind,-0.13768913710151565
14,0.2,8,23750.72610029514,21104.778100355237,0.007046777050019753,blind,Weak blind,-0.1723936873861808
15,0.2,8,29446.020483987173,21135.012324881856,0.008830330472617044,blind,Weak blind,0.13092181369378808
16,0.2,8,22569.61846680875,22644.737734742113,0.005473412851660292,blind,Weak blind,-0.4399638897475577
17,0.2,8,25776.23176998453,24553.706462818314,0.007279801889938387,blind,Weak blind,-0.13276490745253997
18,0.2,8,20616.493522519362,24263.893015829555,0.006757925105222108,blind,Weak blind,-0.2215165626890326
0,0.2,9,25519.241535664652,22589.330106291396,0.035626261285077836,blind,Weak blind,4.687904003467457
1,0.2,9,18606.567333253683,21890.245352575614,0.02898593804595664,blind,Weak blind,3.5586342293813145
2,0.2,9,8720.162199591345,12484.780627887987,0.018921067579892863,blind,Weak blind,1.8469774939898709
3,0.2,9,612.7511139524286,307.97312549559865,0.015930485607585768,blind,Weak blind,1.3383917359417028
4,0.2,9,492.5672574886703,332.0423301262781,0.01457806109849276,blind,Weak blind,1.108395082939289
5,0.2,9,9901.969132237951,6880.411010842712,0.012523075353241556,blind,Weak blind,0.7589191305311062
6,0.2,9,4610.468289735494,8972.273990493035,0.013331253002235428,blind,Weak blind,0.8963598180151032
7,0.2,9,12020.090627407597,11988.597729146306,0.01190584348786057,blind,Weak blind,0.6539511547146458
8,0.2,9,18128.507552772586,15693.460448960483,0.010253540719071285,blind,Weak blind,0.3729564640586647
9,0.2,9,16658.007174684724,16238.92803709436,0.008908795667636702,blind,Weak blind,0.144265798596728
10,0.2,9,6799.0799909528,14216.00183083082,0.011569724071512551,blind,Weak blind,0.5967898564318942
11,0.2,9,17074.995402123837,17187.18706505734,0.012101682198941024,blind,Weak blind,0.6872559697146478
12,0.2,9,16769.185614286922,18462.99361895176,0.009478683645127451,blind,Weak blind,0.24118235588175527
13,0.2,9,12470.856704868784,17883.05633195321,0.007992332205191008,blind,Weak blind,-0.011590241828680405
14,0.2,9,20920.01072548161,20610.538484745775,0.004915377025547676,blind,Weak blind,-0.5348648408900455
15,0.2,9,23036.451060129737,22436.08819307806,0.009506033473361618,blind,Weak blind,0.24583353523539458
16,0.2,9,23618.038483485172,22340.585479475034,0.004607956229032699,blind,Weak blind,-0.5871455809878415
17,0.2,9,23085.615368283645,22944.212211728795,0.007760555154954514,blind,Weak blind,-0.051006819566476944
18,0.2,9,21459.421548179816,23696.529710375413,0.008020754328209834,blind,Weak blind,-0.006756705374999256
0,0.0,0,2049.417521397874,2175.40706798929,0.005900108016084035,coarse,Coarse score,-0.7396083659827807
1,0.0,0,2295.996578399092,2026.9148217152688,0.004591573231176567,coarse,Coarse score,-0.7651200064570784
2,0.0,0,2587.2721947478713,1467.119756124972,0.013080097545491148,coarse,Coarse score,-0.5996248412067016
3,0.0,0,946.5881975372322,2016.3943652468733,0.009283382296760479,coarse,Coarse score,-0.6736468966584027
4,0.0,0,1701.5294846086763,1363.747726705973,0.0037001066840423973,coarse,Coarse score,-0.7825003423164408
5,0.0,0,2132.997371008212,2586.1994629488327,0.0028272129339398746,coarse,Coarse score,-0.7995185765901685
6,0.0,0,2708.2944734993507,2686.171513940557,0.010998430611567068,coarse,Coarse score,-0.6402097297538257
7,0.0,0,1546.4552850716282,1168.5679203081527,0.0111689781224369,coarse,Coarse score,-0.6368846773125142
8,0.0,0,179.12999457644764,857.6898012722959,0.004455468626513634,coarse,Coarse score,-0.7677735482513859
9,0.0,0,3554.135794415255,2535.2497075904394,0.0059240865266428884,coarse,Coarse score,-0.7391408727624686
10,0.0,0,3526.3141843648045,1906.9641728828428,0.005491089802423713,coarse,Coarse score,-0.747582724581952
11,0.0,0,2277.3430644413456,1218.035674598068,0.006177536029406714,coarse,Coarse score,-0.7341995348114433
12,0.0,0,2259.4079031787696,1288.5040057415608,0.0023963253093799456,coarse,Coarse score,-0.8079193086833352
13,0.0,0,1608.4876721925102,1350.6962754435954,0.006741827657670727,coarse,Coarse score,-0.7231979127613687
14,0.0,0,2359.1106116459705,1452.9557517949142,0.008070212576550799,coarse,Coarse score,-0.6972992673047682
15,0.0,0,109.0919032752281,1139.8157495020423,0.005747126177919001,coarse,Coarse score,-0.7425909520778378
16,0.0,0,2983.468130055815,2391.138524108217,0.003210743296683006,coarse,Coarse score,-0.7920411378257327
17,0.0,0,1088.4078666436253,1739.3637044834904,0.005456590876475926,coarse,Coarse score,-0.7482553274089312
18,0.0,0,2421.268299339863,1958.608102703467,0.002760736381274213,coarse,Coarse score,-0.8008146261343898
0,0.0,1,1469.473424712778,1073.5751101236674,0.009182280124768927,coarse,Coarse score,-0.6756180190869147
1,0.0,1,1821.5300053723622,1485.434142846032,0.012968337992508022,coarse,Coarse score,-0.6018037435699851
2,0.0,1,915.8334974957397,1525.433097880974,0.003782003831216282,coarse,Coarse score,-0.780903647602117
3,0.0,1,2493.9229415628943,1376.443759797723,0.006314689293473254,coarse,Coarse score,-0.7315255479957322
4,0.0,1,1037.3225025477586,1119.8270500552026,0.007218824500607322,coarse,Coarse score,-0.7138982196200558
5,0.0,1,1817.2913545828196,913.8246782959905,0.004646155402124818,coarse,Coarse score,-0.764055853835689
6,0.0,1,670.8688557560672,1202.592844599043,0.005495741116237887,coarse,Coarse score,-0.7474920409813868
