round,mu,seed,delta_rep,v_t,observable_fr_step,channel,channel_label,observable_fr_step_z_within_channel
16,0.1,2,7924.282294787117,6475.590569792781,0.021028440823506304,coarse,Coarse score,-0.4446612296819515
17,0.1,2,5648.453065210837,6849.555067249166,0.022078817833828077,coarse,Coarse score,-0.4241827212319895
18,0.1,2,13426.101811193628,7747.12388055044,0.020854763003027545,coarse,Coarse score,-0.4480473117070671
0,0.1,3,10831.080732044356,10571.943637673627,0.1701651003633023,coarse,Coarse score,2.4629579514054347
1,0.1,3,8504.629975295684,6515.815086440009,0.14937893345517203,coarse,Coarse score,2.057703751734723
2,0.1,3,7717.119925037958,9186.670498856867,0.13268638170277328,coarse,Coarse score,1.732260069367564
3,0.1,3,5542.295652564964,8789.591684445564,0.09124506452096666,coarse,Coarse score,0.9243060150178765
4,0.1,3,7482.580087534618,6928.788307365496,0.05818325201586123,coarse,Coarse score,0.27972164187984544
5,0.1,3,3478.1201203772216,3946.817667910247,0.05125183602808666,coarse,Coarse score,0.1445843916535107
6,0.1,3,1683.6513919518911,941.9829084991943,0.04978026107624945,coarse,Coarse score,0.11589406447592056
7,0.1,3,1280.4676325261826,2414.069477543817,0.045993625884724255,coarse,Coarse score,0.04206853325754695
8,0.1,3,2699.4101345248637,1530.2450189123629,0.041725688457250026,coarse,Coarse score,-0.04114063051276958
9,0.1,3,3340.6075607274543,1935.2242730715661,0.034275843939849,coarse,Coarse score,-0.18638534017541142
10,0.1,3,2846.198890310421,2936.4696671303245,0.04147727886181701,coarse,Coarse score,-0.04598370871149008
11,0.1,3,2501.6668155895313,1851.935596577765,0.03310676159944259,coarse,Coarse score,-0.20917816822805488
12,0.1,3,1335.4408800034435,2895.420038410346,0.0328201038485106,coarse,Coarse score,-0.2147669455118509
13,0.1,3,1449.4744701056625,4635.9037888486055,0.034838762472632415,coarse,Coarse score,-0.17541048846315432
14,0.1,3,1841.9748835576465,4235.408469659102,0.023172150630218272,coarse,Coarse score,-0.40286673212571783
15,0.1,3,1527.817676725157,4725.213857164315,0.02318507438464509,coarse,Coarse score,-0.40261476620145054
16,0.1,3,8262.054453679651,6918.474782364676,0.023543644489628635,coarse,Coarse score,-0.39562396113560105
17,0.1,3,6785.222802717064,6680.5854075104,0.019097376959397578,coarse,Coarse score,-0.4823099094131009
18,0.1,3,8269.853636494023,7357.88859925227,0.02166627555080048,coarse,Coarse score,-0.4322257862895151
0,0.1,4,12106.095399339916,10414.37098457123,0.17567149207208446,coarse,Coarse score,2.570312442249205
1,0.1,4,12292.583620243415,7895.763971622568,0.1504288189789365,coarse,Coarse score,2.07817267799513
2,0.1,4,9840.01730623166,9053.64503203606,0.12818502645404065,coarse,Coarse score,1.644500112141146
3,0.1,4,3894.5284652896225,9014.993002023606,0.09818272691857952,coarse,Coarse score,1.059565047380909
4,0.1,4,7137.11920335918,5818.651657857641,0.059796541031845306,coarse,Coarse score,0.31117487478708505
5,0.1,4,904.316598066187,2360.4654624904506,0.05470036500720659,coarse,Coarse score,0.21181808883545125
6,0.1,4,444.43426403513877,206.89262280822732,0.04826308760120316,coarse,Coarse score,0.08631473293735635
7,0.1,4,2866.6076708033215,2038.0087952053873,0.0443181881536996,coarse,Coarse score,0.009403627804539424
8,0.1,4,1987.9187646373757,1536.015170596016,0.040527269403856446,coarse,Coarse score,-0.06450541712781334
9,0.1,4,424.3257013364346,140.66293149854755,0.034093506444937305,coarse,Coarse score,-0.18994025416686494
10,0.1,4,80.26115882024169,2239.188616812404,0.04101302275569113,coarse,Coarse score,-0.055035004102402
11,0.1,4,2078.633599510649,3075.2019234828185,0.03805187797848803,coarse,Coarse score,-0.11276649264948847
12,0.1,4,2398.6920810520533,4097.741416202625,0.02651481245098948,coarse,Coarse score,-0.3376970571715235
13,0.1,4,1403.0194623774732,3794.942621199356,0.02846085296843212,coarse,Coarse score,-0.29975638749882266
14,0.1,4,9412.46367676952,5832.28148714517,0.02274995998176271,coarse,Coarse score,-0.41109790500643767
15,0.1,4,1688.9657046551001,5998.140362917155,0.02486595048140435,coarse,Coarse score,-0.36984383251519365
16,0.1,4,8352.404646696872,7652.152210511791,0.02760165943777471,coarse,Coarse score,-0.31650751762145396
17,0.1,4,5123.420008231595,7067.982146942057,0.01766143455034015,coarse,Coarse score,-0.5103055323833077
18,0.1,4,6869.973962204414,6359.223845883622,0.020725095579575567,coarse,Coarse score,-0.45057535202092797
0,0.1,5,11357.050864292309,10133.198275710456,0.17573552907982676,coarse,Coarse score,2.5715609295935344
1,0.1,5,1744.5500630780007,5984.849824594043,0.15277965735287702,coarse,Coarse score,2.124005424744307
2,0.1,5,9444.073426034418,8941.30023136735,0.13442511575972538,coarse,Coarse score,1.7661590215796108
3,0.1,5,3910.688696862897,8310.825650239305,0.09527073107610348,coarse,Coarse score,1.0027917832287059
4,0.1,5,7023.9835028970265,6972.673855227884,0.057277007700795635,coarse,Coarse score,0.2620531936165733
5,0.1,5,862.6066708859289,2057.272706167656,0.057583295928850524,coarse,Coarse score,0.2680246933778109
6,0.1,5,1137.5462455085944,407.31898797425674,0.0474413096393458,coarse,Coarse score,0.07029306950554426
7,0.1,5,360.9879233200336,2252.1353796673357,0.044546683134891886,coarse,Coarse score,0.013858443891657156
8,0.1,5,672.5093104005209,1184.7923492263071,0.042457089085550986,coarse,Coarse score,-0.02688099440136962
9,0.1,5,1775.1884522571927,1500.359240999387,0.033072842497496605,coarse,Coarse score,-0.20983946660853184
10,0.1,5,1727.8880291991518,2709.7441609985544,0.03670617521109299,coarse,Coarse score,-0.13900277278741188
11,0.1,5,6205.6507470651995,4571.175249772728,0.035912897703176905,coarse,Coarse score,-0.15446878164840913
12,0.1,5,5922.3552532728645,4215.660646740114,0.03129099673278342,coarse,Coarse score,-0.2445789393793893
13,0.1,5,5905.075688357872,5326.314969314088,0.027039641312906773,coarse,Coarse score,-0.3274648146738847
14,0.1,5,3506.7832798447926,5531.836871238833,0.02933666300134001,coarse,Coarse score,-0.2826812963808522
15,0.1,5,5419.45883845404,5360.36790143518,0.02668009282051247,coarse,Coarse score,-0.3344746947143973
16,0.1,5,4546.960106538958,5092.377429049055,0.025959328893156892,coarse,Coarse score,-0.34852695407625944
17,0.1,5,3230.0752906737616,5922.8098602136015,0.019470236226669404,coarse,Coarse score,-0.4750405179656114
18,0.1,5,5498.91731122596,7356.817695838923,0.022604246642684754,coarse,Coarse score,-0.413938781964194
0,0.1,6,12562.911960824276,10840.08614083362,0.1774767753292364,coarse,Coarse score,2.605508860366578
1,0.1,6,7251.491683014436,6680.667852041777,0.15358584818798068,coarse,Coarse score,2.139723196236559
2,0.1,6,4986.496144149045,9148.18471406604,0.12430322195391198,coarse,Coarse score,1.5688191276224224
3,0.1,6,10764.529043535178,9154.31897369714,0.09528038231161785,coarse,Coarse score,1.0029799470080836
4,0.1,6,4950.91004028602,6460.052910060564,0.06413583789997797,coarse,Coarse score,0.3957752865513582
5,0.1,6,262.43549050571164,2584.285210865317,0.05364572640889891,coarse,Coarse score,0.19125649501259748
6,0.1,6,2273.776154364925,698.1510987523361,0.049422648059647384,coarse,Coarse score,0.10892191913159475
7,0.1,6,3935.9536274304846,1722.3048231861903,0.04013887642028192,coarse,Coarse score,-0.07207765920649362
8,0.1,6,1060.209193410119,1496.438171027694,0.03696578294212531,coarse,Coarse score,-0.1339413719176497
9,0.1,6,1296.1516034901142,211.98903860006249,0.04888364469006683,coarse,Coarse score,0.09841332559799103
10,0.1,6,192.8039450480719,2336.1449782804702,0.031052767269479684,coarse,Coarse score,-0.24922354224993473
11,0.1,6,217.92767193884356,2524.4459134556237,0.03759352905798775,coarse,Coarse score,-0.12170261953465383
12,0.1,6,192.54154974746052,3014.692521676072,0.024176821871106906,coarse,Coarse score,-0.3832793189456931
13,0.1,6,7937.49758308928,5321.097091211937,0.026672195448252976,coarse,Coarse score,-0.33462866457756
14,0.1,6,6047.699842862203,5183.555891928729,0.028382831236763998,coarse,Coarse score,-0.3012775257906412
15,0.1,6,8335.122511343914,5918.292654303135,0.02799466567847203,coarse,Coarse score,-0.3088453339084437
16,0.1,6,4970.6473252319265,6249.165618903586,0.021707098613254212,coarse,Coarse score,-0.4314298859402148
17,0.1,6,9501.3026477971,6815.0282489986275,0.02077271502739134,coarse,Coarse score,-0.44964694702453617
18,0.1,6,6322.095883688657,7060.226264416997,0.02158886355498247,coarse,Coarse score,-0.4337350369632345
0,0.1,7,11212.60543292592,11418.653138922644,0.17887583601354556,coarse,Coarse score,2.6327854246516798
1,0.1,7,2646.250184572302,6290.2053716733935,0.1482894429083906,coarse,Coarse score,2.0364626724373167
2,0.1,7,6162.839206709177,9304.41524091363,0.12667147654160002,coarse,Coarse score,1.6149914268150463
3,0.1,7,9716.456013272807,10142.189241146552,0.08861387586248512,coarse,Coarse score,0.8730074635009771
4,0.1,7,9820.243337545136,7793.056468630617,0.07281632089934663,coarse,Coarse score,0.5650129437977464
5,0.1,7,1469.595904062735,2765.1953920944943,0.04693306707235561,coarse,Coarse score,0.0603841990709652
6,0.1,7,2678.1135455890326,1573.0266663068323,0.05052826749897725,coarse,Coarse score,0.13047745281927786
7,0.1,7,1555.7282200765912,2536.5319502361235,0.04169869391522657,coarse,Coarse score,-0.04166692531120663
8,0.1,7,1437.38126403786,1116.5350187848671,0.03962620970676255,coarse,Coarse score,-0.08207278431076878
9,0.1,7,1018.9015340702026,588.105110019038,0.03752386405125083,coarse,Coarse score,-0.12306083226694854
10,0.1,7,2326.6075256794575,2869.8045781080727,0.03473944572973693,coarse,Coarse score,-0.17734680155704508
11,0.1,7,493.64694757398684,2489.6324255804648,0.03487637683853234,coarse,Coarse score,-0.17467714595627137
12,0.1,7,608.7295368239866,4014.2139787611086,0.029951161633337806,coarse,Coarse score,-0.27070082146165925
13,0.1,7,1619.8447449533269,3825.8123961227247,0.024957981970804118,coarse,Coarse score,-0.36804955520826904
14,0.1,7,5147.85984030331,5884.916312416084,0.027851928674675796,coarse,Coarse score,-0.31162818321839575
15,0.1,7,6735.83871955541,6262.602556306694,0.02827605318083085,coarse,Coarse score,-0.3033593071883773
16,0.1,7,5554.389567385486,7312.9390572404955,0.024617395289843684,coarse,Coarse score,-0.374689749305678
17,0.1,7,9343.19772905216,6895.285312250839,0.022248159579035292,coarse,Coarse score,-0.42088117680929227
18,0.1,7,9482.981933434727,6476.1994762244285,0.024723741972762503,coarse,Coarse score,-0.3726163781033596
0,0.1,8,11261.99052085838,11077.964635305107,0.17215031635836,coarse,Coarse score,2.501662399551472
1,0.1,8,5978.524646820209,6548.618962448789,0.14877203689008156,coarse,Coarse score,2.0458714893048255
2,0.1,8,11206.299624784908,9830.44041366229,0.1284100802252443,coarse,Coarse score,1.6488878372246167
3,0.1,8,10434.72815780295,9566.261565848312,0.09870451874780435,coarse,Coarse score,1.0697380788533215
4,0.1,8,5635.964426903753,6623.961333787127,0.06433288803420026,coarse,Coarse score,0.399617043176916
5,0.1,8,9210.127421542129,4359.8736147838645,0.053561767806445656,coarse,Coarse score,0.18961960946303721
6,0.1,8,2383.847869919089,1538.5769645402324,0.04611096377459308,coarse,Coarse score,0.044356192779382214
7,0.1,8,2049.0434955840465,1328.3793876636773,0.040818651874401576,coarse,Coarse score,-0.05882452509895859
8,0.1,8,767.7331032587099,1581.1449962742045,0.04790769649245775,coarse,Coarse score,0.07938590666643981
9,0.1,8,2363.731215275533,818.157058754703,0.034497534525761264,coarse,Coarse score,-0.18206318489947806
10,0.1,8,1893.998038325517,974.2226078009116,0.03747824475934448,coarse,Coarse score,-0.12395024154152823
11,0.1,8,4447.71634829283,3150.706856889068,0.03172385358858646,coarse,Coarse score,-0.23613981448225252
12,0.1,8,4900.768550059991,3854.889237061492,0.029897224206037683,coarse,Coarse score,-0.2717524039409791
13,0.1,8,5287.4690293735475,4416.764992904093,0.027831166349123682,coarse,Coarse score,-0.3120329725988579
14,0.1,8,6707.664752856828,5614.68382252357,0.028432972958584882,coarse,Coarse score,-0.3002999456799626
15,0.1,8,9273.06732707913,5743.375702315476,0.01934267896760581,coarse,Coarse score,-0.47752741779483326
16,0.1,8,9371.846292572329,6696.95571534842,0.02348408127028764,coarse,Coarse score,-0.3967852259753636
17,0.1,8,6520.2179521168,7444.981575755635,0.023537570221281685,coarse,Coarse score,-0.39574238714307075
18,0.1,8,4289.65240403777,6580.0125238903565,0.024065115088666045,coarse,Coarse score,-0.3854571924764861
0,0.1,9,12061.124943453935,10961.023903398716,0.1793192980845831,coarse,Coarse score,2.641431312442196
1,0.1,9,4495.205975447956,6593.683525204193,0.14193293071925528,coarse,Coarse score,1.912533942754232
2,0.1,9,7396.273778705741,9869.695373855124,0.13633967719066808,coarse,Coarse score,1.8034859642451977
3,0.1,9,10334.108751384716,9510.114442443184,0.09070159509397589,coarse,Coarse score,0.9137103497057454
4,0.1,9,6248.940512443834,7033.913894204656,0.07324367465991258,coarse,Coarse score,0.5733447784731758
5,0.1,9,3703.9499627619516,2818.2255714915227,0.04884269530431822,coarse,Coarse score,0.09761496240664826
6,0.1,9,2222.981700421893,1081.924060199235,0.046626942963505426,coarse,Coarse score,0.05441589903371941
7,0.1,9,2111.762891277729,2212.776672324864,0.04570335588542954,coarse,Coarse score,0.036409330347625835
8,0.1,9,1338.1475023984676,17.15249141509412,0.039837779934647564,coarse,Coarse score,-0.0779479389867299
9,0.1,9,1035.3983189837309,1363.7102616879274,0.03819040859737968,coarse,Coarse score,-0.11006565245432648
10,0.1,9,4975.908883789263,532.1041594114504,0.036164560255446565,coarse,Coarse score,-0.149562282693701
11,0.1,9,2690.7053474721615,3116.938010937185,0.02821197884889042,coarse,Coarse score,-0.30460852221800344
12,0.1,9,5564.538474333589,4555.732406523137,0.028771731157665376,coarse,Coarse score,-0.2936954002889333
13,0.1,9,279.1198420308647,3851.6405659966404,0.028827894011476903,coarse,Coarse score,-0.29260043013531106
14,0.1,9,4935.09067734878,5418.453246944002,0.025488904735067767,coarse,Coarse score,-0.3576985039120115
15,0.1,9,6438.2518627929385,6366.007403039082,0.033639538290603725,coarse,Coarse score,-0.19879097214067695
16,0.1,9,7374.515697113471,6221.240775370563,0.021723205043925643,coarse,Coarse score,-0.4311158694743531
17,0.1,9,6631.138724866032,6334.100316115539,0.025145034881254115,coarse,Coarse score,-0.3644027078671731
18,0.1,9,5943.036574729835,6338.044660120213,0.024208469817013245,coarse,Coarse score,-0.3826622997979984
0,0.2,0,28454.178839602624,23738.22338372923,0.31534453488765424,coarse,Coarse score,5.2934257238835
1,0.2,0,19134.902777478273,21869.50932525692,0.22231819857857005,coarse,Coarse score,3.4797525422979745
2,0.2,0,6445.01451185171,10631.161942112085,0.11858976291259038,coarse,Coarse score,1.4574275814380928
3,0.2,0,782.1022742413334,416.34701187891187,0.09285736700305186,coarse,Coarse score,0.9557400141237421
4,0.2,0,1224.3574766224483,4.633426264161244,0.07434873557687398,coarse,Coarse score,0.5948894230182655
5,0.2,0,3446.7288324894034,7666.108267988253,0.06201425600704306,coarse,Coarse score,0.35441220234938736
6,0.2,0,10203.606491949118,11415.2878179478,0.06154941852973701,coarse,Coarse score,0.3453495723476562
7,0.2,0,14360.25525744236,12663.236243189429,0.04534614959257303,coarse,Coarse score,0.02944511462816636
8,0.2,0,15955.660384926596,14340.758945431677,0.04515858436512184,coarse,Coarse score,0.025788278980076948
9,0.2,0,19942.679883117205,16497.09349788283,0.04038289249187468,coarse,Coarse score,-0.06732023864708117
10,0.2,0,21674.92010661756,17394.325404296687,0.04603757896509304,coarse,Coarse score,0.04292545750368818
11,0.2,0,17523.630001553916,17655.650973647076,0.028133561058628232,coarse,Coarse score,-0.3061373822032573
12,0.2,0,24016.07003077137,18098.987551424187,0.03105602778431204,coarse,Coarse score,-0.24915997414068491
13,0.2,0,14594.555117090466,18186.362750132743,0.03420937501238219,coarse,Coarse score,-0.18768124105615508
14,0.2,0,24198.934425478743,20282.065039864916,0.0255141747056357,coarse,Coarse score,-0.35720583194687855
15,0.2,0,17055.251681609137,20963.62517923658,0.02115482348313114,coarse,Coarse score,-0.4421972302440135
16,0.2,0,22737.911962284066,23152.1702497332,0.03745155567413783,coarse,Coarse score,-0.12447058104968119
17,0.2,0,30641.24575829215,24802.625297752093,0.021114559673380807,coarse,Coarse score,-0.4429822272118614
18,0.2,0,25417.80389336683,24332.81949700811,0.028994098063102644,coarse,Coarse score,-0.28936005925686525
0,0.2,1,22643.09788744396,22266.351994798053,0.31790504046777684,coarse,Coarse score,5.343346213996524
1,0.2,1,21874.372521799523,21984.021493856504,0.21725831710802526,coarse,Coarse score,3.3811033673521
2,0.2,1,11653.157026502537,12556.39283982286,0.12358890975502251,coarse,Coarse score,1.554892653359255
3,0.2,1,3819.061261319148,1592.2416099131224,0.09114984596334053,coarse,Coarse score,0.9224496015417831
4,0.2,1,1372.904764274892,258.93316970887827,0.07028793216878435,coarse,Coarse score,0.5157186147379864
5,0.2,1,11714.704064459307,7451.773588829965,0.06716070188409287,coarse,Coarse score,0.4547490664893886
6,0.2,1,10080.835182753275,10084.57308808784,0.061667805439463576,coarse,Coarse score,0.3476576839184317
7,0.2,1,9667.831694339053,10968.466756254144,0.047840841603256384,coarse,Coarse score,0.07808248094407753
8,0.2,1,15241.233188095153,15167.75644993066,0.04186920295289659,coarse,Coarse score,-0.03834262295652095
9,0.2,1,18038.141432951496,16082.106898163911,0.04465820341860863,coarse,Coarse score,0.016032681379714735
10,0.2,1,21116.089782468218,16707.71473199647,0.03712881178692503,coarse,Coarse score,-0.13076290595446585
11,0.2,1,20482.457254626963,17531.686597707856,0.031255711734087234,coarse,Coarse score,-0.24526686774878054
12,0.2,1,13940.398775266192,17020.784784305608,0.028071453165924926,coarse,Coarse score,-0.30734825886281436
13,0.2,1,23201.534732162545,20322.236502162123,0.02343552041618181,coarse,Coarse score,-0.39773198494987594
14,0.2,1,15994.283553439775,19834.792452784954,0.029726093015798604,coarse,Coarse score,-0.2750888359943515
15,0.2,1,19302.291036681097,21478.68671434786,0.02041782558447016,coarse,Coarse score,-0.4565659926474381
16,0.2,1,25804.219163830276,23695.851200403587,0.02772111716288774,coarse,Coarse score,-0.3141785290686761
17,0.2,1,25706.24933635193,23464.34734273766,0.019438149648243707,coarse,Coarse score,-0.4756660888425099
18,0.2,1,29727.693343707593,25340.042736857315,0.01700853467782211,coarse,Coarse score,-0.5230346909853641
0,0.2,2,33014.617718732916,24893.643008783984,0.31393698356493593,coarse,Coarse score,5.265983623216035
1,0.2,2,22508.960291483672,23256.702705797623,0.2343854070622169,coarse,Coarse score,3.7150189547112773
2,0.2,2,11463.921382642235,11542.525488625397,0.10816927533224774,coarse,Coarse score,1.2542662014099841
3,0.2,2,3146.38901407714,970.7184195690206,0.09559046507110654,coarse,Coarse score,1.009025426248372
4,0.2,2,2871.4513657302014,705.1681057996466,0.0757794638743279,coarse,Coarse score,0.6227833898902501
5,0.2,2,1947.3920061958488,5971.811208474857,0.06167221597740727,coarse,Coarse score,0.3477436732705036
6,0.2,2,10436.904595457949,10216.740566818742,0.060812735177581574,coarse,Coarse score,0.33098694245018734
7,0.2,2,13975.040500848438,13456.58152965299,0.04783435198666541,coarse,Coarse score,0.07795595716557775
8,0.2,2,13462.636150568607,13751.037505645712,0.04440947889481798,coarse,Coarse score,0.011183463230319778
9,0.2,2,23497.73396487377,17366.010505475337,0.03932985055237738,coarse,Coarse score,-0.08785070346518845
10,0.2,2,13558.537266039697,16776.078814516834,0.032120198161637886,coarse,Coarse score,-0.2284125455030469
11,0.2,2,18518.057371494477,16963.799730795436,0.03330487261405774,coarse,Coarse score,-0.20531572831651868
12,0.2,2,16074.526611456124,17337.398557942885,0.03473542018605305,coarse,Coarse score,-0.177425284929716
13,0.2,2,14902.396577011386,18897.40574030968,0.040213458554047836,coarse,Coarse score,-0.07062358048853531
14,0.2,2,20469.225330021523,21124.066821094893,0.023540361787218033,coarse,Coarse score,-0.395687961821444
15,0.2,2,19385.475767311815,21620.372423258726,0.019916363636505913,coarse,Coarse score,-0.46634266582079165
16,0.2,2,27028.56047173828,22885.98663239577,0.020218118581180756,coarse,Coarse score,-0.46045954849851845
17,0.2,2,19934.221981139388,23522.19756697712,0.029140610081022165,coarse,Coarse score,-0.28650361098400484
18,0.2,2,33298.58300835523,25872.536671419395,0.020225294074099523,coarse,Coarse score,-0.4603196526411971
0,0.2,3,20980.298925233423,21406.753071851854,0.3103846178738279,coarse,Coarse score,5.196725490081127
1,0.2,3,26774.217903296172,22558.5466587423,0.230774876373817,coarse,Coarse score,3.6446268169505758
2,0.2,3,10374.181241423357,11796.97922557121,0.1198754614660206,coarse,Coarse score,1.4824939989546557
3,0.2,3,7018.585792824335,1699.24673367996,0.08812319501154947,coarse,Coarse score,0.8634409822724495
4,0.2,3,3977.591014437261,1367.5373141297605,0.07591318138680878,coarse,Coarse score,0.6253903921212003
5,0.2,3,6819.676553607802,7866.409444967576,0.06906075913341837,coarse,Coarse score,0.4917932306831613
6,0.2,3,7174.339176294161,9306.668781119166,0.05461867534363024,coarse,Coarse score,0.2102254392921122
7,0.2,3,12225.14563447528,11609.04471745214,0.04327467456814849,coarse,Coarse score,-0.010941068975155071
8,0.2,3,12803.989638916159,13479.442291365995,0.04097457066278156,coarse,Coarse score,-0.05578467922079224
9,0.2,3,20985.3644178182,17382.401104847202,0.038704493812875426,coarse,Coarse score,-0.1000428717517052
10,0.2,3,17182.652142845327,16892.114866189833,0.032362763405236784,coarse,Coarse score,-0.22368341078104323
11,0.2,3,16971.281912958308,15517.13217682665,0.03572465546919009,coarse,Coarse score,-0.15813881644682667
12,0.2,3,11770.96475780406,16322.76308584219,0.03129837738815204,coarse,Coarse score,-0.2444350436049699
13,0.2,3,13708.000243710936,18825.107840097917,0.025305742839049704,coarse,Coarse score,-0.36126949070861697
14,0.2,3,14642.212842701585,18794.157309125643,0.022044998783479684,coarse,Coarse score,-0.42484206897239474
15,0.2,3,14090.827400324983,19607.62384446425,0.023795348854832248,coarse,Coarse score,-0.3907166469816713
16,0.2,3,28348.838567685278,24057.40447761235,0.02019851782017863,coarse,Coarse score,-0.4608416916203341
17,0.2,3,24707.845057695464,24035.138258391,0.026515027120183384,coarse,Coarse score,-0.337692871907701
18,0.2,3,26232.270445740956,25323.786401740916,0.02921219062236117,coarse,Coarse score,-0.2851080523357681
0,0.2,4,24157.66984463064,22037.614531025,0.31805213072867466,coarse,Coarse score,5.346213935891713
1,0.2,4,31559.43237320549,24406.881382611115,0.221925013480352,coarse,Coarse score,3.4720868715177367
2,0.2,4,13681.940011399565,11789.278059922042,0.1201283040255435,coarse,Coarse score,1.4874235037332433
3,0.2,4,8156.91317623097,1374.6725118271424,0.09120980976286064,coarse,Coarse score,0.9236186762293453
4,0.2,4,2495.322267776588,272.1631784540368,0.07610803738426328,coarse,Coarse score,0.6291893711079694
5,0.2,4,3139.3558876895695,6090.90697655431,0.06579628409395327,coarse,Coarse score,0.4281479118848218
6,0.2,4,10886.887143531989,10465.813289344078,0.056685993419206444,coarse,Coarse score,0.25053057760285763
7,0.2,4,9816.768669193785,12326.741571013466,0.05620242983178864,coarse,Coarse score,0.2411028569713905
8,0.2,4,13510.472443010134,13974.226478048426,0.03828737143980793,coarse,Coarse score,-0.10817523180680026
9,0.2,4,15114.127602980996,15300.243008484133,0.04071516377346085,coarse,Coarse score,-0.06084216441204292
10,0.2,4,12720.669150070287,16693.47744414152,0.04715132407724544,coarse,Coarse score,0.06463941208017851
11,0.2,4,17712.614861835027,17058.688845083292,0.03380610083764518,coarse,Coarse score,-0.19554361191333275
12,0.2,4,14427.718497640803,17171.08099773497,0.032329674305173285,coarse,Coarse score,-0.2243285271617268
13,0.2,4,13087.213385864045,17214.59952395357,0.023219549803077923,coarse,Coarse score,-0.4019426216850007
14,0.2,4,25108.8132084572,20750.18356594356,0.025441166944338237,coarse,Coarse score,-0.35862921616221366
15,0.2,4,17328.487177107483,21670.597564515076,0.04888614092790182,coarse,Coarse score,0.0984619931022249
16,0.2,4,26845.613427778357,23401.485676509794,0.021450212897180247,coarse,Coarse score,-0.43643821747793926
17,0.2,4,19708.82970789564,22659.027466492902,0.011430459828299348,coarse,Coarse score,-0.631786740790299
18,0.2,4,21701.376685190597,23525.674740894407,0.022443871302202614,coarse,Coarse score,-0.4170655143021599
0,0.2,5,20926.92074659519,20976.579885343264,0.322217533892942,coarse,Coarse score,5.427424056694734
1,0.2,5,13827.53518641321,20965.341923907283,0.2263468168079585,coarse,Coarse score,3.5582958573567542
2,0.2,5,13199.624979285349,11976.713110558689,0.11526513854172166,coarse,Coarse score,1.39260957075931
3,0.2,5,10892.073560495337,2093.032191716542,0.08800873401132611,coarse,Coarse score,0.8612094115723757
4,0.2,5,1207.1240088108461,812.2250062256353,0.07456203016399841,coarse,Coarse score,0.5990478870381709
5,0.2,5,3784.1645533271367,6048.456206681847,0.07368781162429397,coarse,Coarse score,0.5820038242145125
6,0.2,5,6949.287141765526,9698.97874621913,0.05315912687302379,coarse,Coarse score,0.1817695844945221
7,0.2,5,12627.095125579624,12194.764245448052,0.05341228158339513,coarse,Coarse score,0.18670517507251747
8,0.2,5,13456.17427568871,13263.689782868954,0.03899508909318167,coarse,Coarse score,-0.0943773270522383
9,0.2,5,12078.983333507495,16322.903395777103,0.04101492538030894,coarse,Coarse score,-0.05499790988391665
10,0.2,5,18632.733186862897,17559.83403831499,0.03520805262334295,coarse,Coarse score,-0.1682106817294781
11,0.2,5,21032.736924460856,19114.03926203656,0.030978850852634854,coarse,Coarse score,-0.25066464192374044
12,0.2,5,17288.378503982618,18014.539581698307,0.022792291372076615,coarse,Coarse score,-0.4102725977827234
13,0.2,5,20941.052044426673,19443.0390859748,0.03315915434933863,coarse,Coarse score,-0.20815670130625497
14,0.2,5,14998.387446469802,19838.12431769824,0.024553579674974124,coarse,Coarse score,-0.3759339202990487
15,0.2,5,23670.954188937903,21615.855773714953,0.021298811430840614,coarse,Coarse score,-0.4393899921048639
16,0.2,5,18734.150948090828,21237.590260932804,0.021131403471721495,coarse,Coarse score,-0.44265383477442266
17,0.2,5,16790.91249447089,22542.313734575175,0.022027248096772957,coarse,Coarse score,-0.42518814241473424
18,0.2,5,23176.95042095479,24919.81057398423,0.018013572867036975,coarse,Coarse score,-0.5034401236556145
0,0.2,6,25126.689509110118,22051.613046871847,0.3201074217040711,coarse,Coarse score,5.386284589755217
1,0.2,6,21975.52749135095,21916.541842821694,0.21535733354411737,coarse,Coarse score,3.344041143413287
2,0.2,6,5882.4978604979115,11741.09241838759,0.12192661060467358,coarse,Coarse score,1.5224839021563352
3,0.2,6,1212.9557416416355,570.2316479351139,0.08621492872898323,coarse,Coarse score,0.8262367719667242
4,0.2,6,6325.5202519414015,276.3378333070432,0.07621644838228922,coarse,Coarse score,0.6313029889017013
5,0.2,6,4284.718931184616,5862.646834051062,0.0694631000384665,coarse,Coarse score,0.4996374061961699
6,0.2,6,13738.248741660325,11299.602560169238,0.05045688015953013,coarse,Coarse score,0.12908566090102144
7,0.2,6,8541.956019700214,12470.02643274184,0.053241569370573956,coarse,Coarse score,0.18337691154578703
8,0.2,6,17907.263331562222,14347.510606245312,0.0472018551894357,coarse,Coarse score,0.0656245838783095
9,0.2,6,11387.201210641244,14721.278832608834,0.04213045526458946,coarse,Coarse score,-0.033249158781276315
10,0.2,6,15300.501936039655,16738.33929086919,0.028439290642454877,coarse,Coarse score,-0.30017677396043285
11,0.2,6,15160.248445724603,16775.89615598612,0.03861971598140868,coarse,Coarse score,-0.10169572926953045
12,0.2,6,10329.006207170838,16205.83139023761,0.02703943996122067,coarse,Coarse score,-0.32746874029503287
13,0.2,6,23577.242561913794,20086.473165311443,0.029753647089205415,coarse,Coarse score,-0.2745516323812227
