channel,label,definition,raw_FR_rate_mu0,raw_FR_rate_mu_max,excess_FR_mu_max,raw_FR_response_mu_max_minus_mu0,baseline_to_excess_ratio,fr_rate_std_across_runs,pearson_excess_with_Delta_rep_T,spearman_excess_with_Delta_rep_T,pearson_excess_with_V_T,spearman_excess_with_V_T,slope_Delta_rep_T_per_excess_FR,slope_V_T_per_excess_FR,slope_excess_FR_per_Delta_rep_T,slope_excess_FR_per_V_T,association_score,feedback_sensitivity_score,feedback_sensitivity_rank
blind,Weak blind,2 predicted-price bins x 4 deterministic random row buckets; buckets are fixed from row identity and unrelated to feedback-targeted variables.,0.0030547658715407208,0.013312536452199816,0.010257770580659095,0.010257770580659095,0.2978001747573148,0.0038386397999591263,0.9055672181124655,0.9389082563789916,0.9109128975506896,0.9483625737325208,1343808.9330646368,1360365.2643891142,6.102444821897203e-07,6.099555234503923e-07,0.9436354150557562,0.007458463781789079,1
coarse,Coarse score,"5 quantile bins of deployed predicted Unit Price, with bin edges fixed from D_0 baseline predictions.",0.005426652053390406,0.07000843347020064,0.06458178141681023,0.06458178141681023,0.0840275993374485,0.024445381440005437,0.7662804081402719,0.9266176438194036,0.7680919036390239,0.9360719611729329,178700.9988690292,180266.19714020556,3.2858555218819617e-06,3.2727443180984338e-06,0.9313448024961682,0.05548558587922659,2
task,Task-aligned,5 predicted-price bins x 4 Order Quantity bins x 4 Unit Cost bins x binary Sales Channel subgroup; score bins match the coarse channel and all bins are fixed from D_0.,0.05009092148524489,0.16811622642054685,0.11802530493530194,0.11802530493530197,0.42440832084867974,0.04345693431918462,0.8868605589175824,0.9515770416327209,0.8897582401376221,0.9411772925438386,116321.72301416927,117446.30442547047,6.7616059200550166e-06,6.740695075639263e-06,0.9463771670882798,0.07841603569322828,3
