round,mu,seed,empirical_loss,preq_target,v_t,fr_step_null,fr_step_coarse,fr_step_task_no_qty,fr_step_task_no_cost,fr_step_task_no_group,fr_step_task
11,0.0,8,322708.10916631523,330680.9845881201,835.7875631373608,0.0,0.01207456749339661,0.01944606752517257,0.028827178691953174,0.03508571662308948,0.04872221126096207
12,0.0,8,333621.2501482741,331949.1608421377,1252.357047714002,0.0,0.005638884833694145,0.020728471272795392,0.02210389624879421,0.029172303393577244,0.03925972560701275
13,0.0,8,331604.52882540243,333174.7184107183,1305.0327899808763,0.0,0.008402797672270012,0.02647064746062901,0.02981600994923699,0.038235671609635646,0.04709186566989403
14,0.0,8,335981.44045859505,335555.2268856035,2341.2183805673267,0.0,0.005866629273613008,0.024093785467506165,0.02332782731421222,0.029747712564936538,0.04438841624684781
15,0.0,8,337867.8227158352,336921.2430099261,1316.6025321165798,0.0,0.0013101952582493933,0.018970251518351033,0.02239239261478312,0.034599054877174566,0.044864179756908165
16,0.0,8,342258.12588084175,338637.4513912482,1709.6143628995633,0.0,0.0059627956239035225,0.01782004749735262,0.023166283595732938,0.036425850281727415,0.04590416724812124
17,0.0,8,344035.6506990969,340615.4367065432,2007.9749485928332,0.0,0.005827160992417375,0.012450945090143647,0.02094217221658946,0.026423839481680544,0.03339725126010823
18,0.0,8,344403.3898443377,341852.53262283857,1315.8027843447053,0.0,0.0026067988692615816,0.011461694021515693,0.025338558182633992,0.027706129886112634,0.03534434098925631
0,0.0,9,319057.64064629044,314878.25516026607,1118.8898328883224,0.0,0.0035570803015531867,0.021284978488812594,0.1906383534449077,0.1896460546231637,0.1953285847703044
1,0.0,9,316315.68341931305,315676.66002798575,844.3346543225343,0.0,0.002654133122318597,0.012832046741830843,0.030111673416694077,0.03125680481932565,0.04010689243577117
2,0.0,9,334875.83641124715,317476.6692825028,1749.7251411949983,0.0,0.007118525750832229,0.014711002215593719,0.03133157200196264,0.023834950372107745,0.038432077602857204
3,0.0,9,309504.76789391646,318655.5110387758,1129.66808053368,0.0,0.003858398516628291,0.013231551316455622,0.031093871570646456,0.03856974190588601,0.05064415333446016
4,0.0,9,314738.9463018381,319864.45955163485,1197.2848628244828,0.0,0.01092608006800438,0.019996637024058808,0.03103792535741857,0.043341297619171694,0.05316414654111315
5,0.0,9,316405.46522499825,321838.02716128016,1953.7113261226914,0.0,0.0023619754791150377,0.02044843767159801,0.030917297881657844,0.03406745382681064,0.04628054059322065
6,0.0,9,326271.74653428013,323713.97452895716,1875.6364018991007,0.0,0.006306651561611323,0.01991056718021776,0.030437166054163342,0.030006155022671142,0.04381328028614906
7,0.0,9,317393.4736170735,326098.61844876525,2433.480818078213,0.0,0.007375446354420113,0.020245696252040698,0.025151596063687436,0.02784431367036383,0.03765769823315475
8,0.0,9,349654.0890521154,327250.5139835281,1185.9201969215646,0.0,0.007584973766086276,0.014493697395152943,0.023081980515976236,0.029254275913659315,0.03672229217411791
9,0.0,9,323447.76643753285,329230.68645486713,1815.9420894671348,0.0,0.007420255583507304,0.0170150019338576,0.020368212560724096,0.02288604981159496,0.037787618189453115
10,0.0,9,329569.63331627124,330297.05909199116,1244.7480312613188,0.0,0.002263678189185989,0.017382223089227614,0.019363345073801854,0.0284514569642345,0.04530245864124799
11,0.0,9,337194.8379344563,331113.8360094403,898.5688073683414,0.0,0.0024694033572943397,0.01624632783302229,0.018932911750602247,0.03147814310819392,0.04215602723586408
12,0.0,9,315694.20835095417,332829.9516185787,1641.2934962292202,0.0,0.00943206676023158,0.013729995303853352,0.024266142648879448,0.02553628947356262,0.037664588650390685
13,0.0,9,346177.2992797423,334905.64715000946,1958.6176486377954,0.0,0.007877946642333551,0.01475570634858606,0.029688445043039365,0.04030220360131565,0.04816766474470357
14,0.0,9,330644.04589623254,336534.95488166565,1638.0494546177797,0.0,0.009014792412383899,0.011925390820261127,0.02289896088800008,0.03268537054942443,0.03834024562492913
15,0.0,9,325335.0903765225,337831.38621146156,1358.887514256232,0.0,0.003828194750231638,0.016851730457652963,0.025182076648056353,0.02987701434213679,0.04269174965501132
16,0.0,9,321530.039252259,340002.0908331416,2195.5505857709795,0.0,0.0020760970429573177,0.00702051703506729,0.023116435481045125,0.031308859938841464,0.041785891708553874
17,0.0,9,340478.9128619727,341732.70288526645,1746.8422139737522,0.0,0.003583468974950027,0.016764819001748324,0.025974100376825175,0.026925432812756712,0.04466870897343497
18,0.0,9,376835.81859863567,343706.4298125973,1917.2949451853638,0.0,0.0051917025624524426,0.01901290713009922,0.026806412511697502,0.025475918292602127,0.04261534762842935
0,0.05,0,315490.42253039224,320348.6568220463,6457.89695746504,0.0,0.06780398635793121,0.07698309587302839,0.24053134006867533,0.23802076264977182,0.24741489288523966
1,0.05,0,319828.703736124,323029.901850988,4302.966846399067,0.0,0.11821281227870349,0.12717658509309396,0.1275110404063482,0.1312569364868757,0.1443155185321165
2,0.05,0,294611.5747959613,327307.78367467964,5162.941810645745,0.0,0.09112873623097754,0.10707565165041133,0.09609188307725264,0.10941480878122574,0.11826546431491469
3,0.05,0,317439.3559755156,331696.5904922311,5658.111843183928,0.0,0.0879762872693527,0.09342922088390693,0.09296981487944506,0.09479922587132426,0.10187125205070875
4,0.05,0,342333.42484275636,332959.15367745975,2546.84464706789,0.0,0.04695897504060626,0.0558451367152259,0.060496092072813895,0.06301038190360375,0.07208995567684355
5,0.05,0,341722.66366616834,336121.0619019831,3682.400303765491,0.0,0.046582199906934796,0.04975570875507319,0.05168769824205336,0.06109834421478399,0.0718861830604947
6,0.05,0,339896.91024274915,340851.22338405944,5106.5936361464555,0.0,0.050319729489759414,0.06584999658102823,0.056258402676556886,0.0811303417065658,0.08804886311245992
7,0.05,0,343397.9926667036,343912.3866065469,3883.6572767006,0.0,0.0354737422458645,0.04571137315323209,0.04185173279666681,0.054745008404246495,0.0674886460233628
8,0.05,0,345303.8171416404,347694.6477764668,4477.252751484513,0.0,0.029902887340123904,0.04678517002191216,0.042984605289494965,0.06788951176242142,0.08298260112157718
9,0.05,0,344185.07188931666,351089.6689912693,3928.278206816758,0.0,0.03840270198078676,0.052204341004165995,0.07355323329397032,0.08124665099539388,0.09535579765364903
10,0.05,0,389896.4022904629,352295.65840351925,2443.9388689818443,0.0,0.03033425268709791,0.04376031342395783,0.06952752719972083,0.07609348494152489,0.09408308163851131
11,0.05,0,351423.15739324386,351058.72892909014,835.2745406426839,0.0,0.030704390206449432,0.05613021440454912,0.06275430475508297,0.07750152267736098,0.10376257811261566
12,0.05,0,354634.2062526626,354776.5279681249,3853.976911040256,0.0,0.01956813424984149,0.03829994992059657,0.05438824333490409,0.060692657606867734,0.07571036511323509
13,0.05,0,356042.3897396358,357174.2628137431,3513.581466762931,0.0,0.030965617613798527,0.03702472110679287,0.06411428514709736,0.07311026896387027,0.1000246145113373
14,0.05,0,385655.9410003232,357500.53483797243,2158.259603817016,0.0,0.02117190753918361,0.03300250786993469,0.0383506103623782,0.05333384990384645,0.06981654170172809
15,0.05,0,322600.26152915607,355014.59080441995,1466.4676287077018,0.0,0.022058561482551132,0.04825608663486428,0.04002827904996366,0.05761509176776042,0.07053874997465173
16,0.05,0,343112.1092421023,352307.21066082286,2852.611302224803,0.0,0.016932657095369823,0.04503909931506382,0.02944535062146615,0.052068086070299675,0.06100532558210599
17,0.05,0,403093.19504124025,351714.54796294926,487.4642675726209,0.0,0.012215897977316799,0.04157807734481877,0.026948499984516587,0.03627623003732596,0.05727212078292128
18,0.05,0,381786.24704770284,351721.84717804246,29.992516214959323,0.0,0.020492356336042294,0.036181710154248904,0.03914891159455995,0.07123383139516301,0.08663565346845152
0,0.05,1,296216.5899807804,320713.12078061135,6895.257735718682,0.0,0.1277075179313361,0.13720443039270558,0.25780564259459926,0.25919375926913657,0.26519938618066446
1,0.05,1,329123.90169466607,324486.2218628394,5113.387356443913,0.0,0.06300741394418564,0.06859595734567261,0.07464139619953716,0.07729367196763716,0.08645637928115424
2,0.05,1,325732.41520401346,326940.93758277595,3291.0580978609505,0.0,0.061010781767117,0.06521579197332292,0.07021322390040399,0.07074709314032383,0.08253248270207586
3,0.05,1,313748.4577147392,331439.7691638512,5514.380615738512,0.0,0.06363429703362959,0.07576756886916895,0.06850952026070345,0.0748851600068341,0.08814671455606678
4,0.05,1,339091.1747611458,337576.0334646128,7015.704336847528,0.0,0.08829389978080812,0.09917912197981582,0.09422112734156189,0.10247287096084637,0.11141675684997107
5,0.05,1,332240.99333591876,339428.07028293813,3972.6958667672006,0.0,0.06333623901792632,0.07595034313872039,0.07253203325312974,0.07548046023079129,0.08995965072576938
6,0.05,1,348106.56446548755,344819.413918088,6209.560409741884,0.0,0.05217582236562596,0.06555002073969785,0.05764519777841997,0.06410170227459853,0.07986463086299267
7,0.05,1,346747.87869594933,348040.06182964053,4901.955822155229,0.0,0.028430251817120954,0.04544607833155103,0.04327628392475109,0.06480566169626684,0.07842024303758721
8,0.05,1,357258.7010051747,352064.29397255887,4284.682851729216,0.0,0.048568575367302,0.05313494195614983,0.08973575017027383,0.09350994497243169,0.10208284676855142
9,0.05,1,351384.1292063197,355422.47042972496,4239.809109910217,0.0,0.03399808670697474,0.03895870547895492,0.051522179535433706,0.05844805233106278,0.07720693149439987
10,0.05,1,365090.6491163755,357510.35386327107,2879.6180092619616,0.0,0.023280840304641844,0.030903119511792993,0.05085925944606154,0.05881252392945593,0.08148632677871608
11,0.05,1,355574.97542649705,358778.72782832565,2211.7904869880294,0.0,0.03081096568145097,0.03940594534562424,0.05905850583352394,0.07674881125719249,0.09152421629511642
12,0.05,1,359058.32665114524,359429.95615305856,1390.780003794236,0.0,0.04158131346323904,0.051552227816239006,0.07324327620567064,0.08244345056083126,0.10253278677549747
13,0.05,1,359003.74755282025,359148.50790103135,143.79147820553044,0.0,0.014379947562768641,0.05466778077291329,0.03828016389942857,0.05462461380172993,0.09575884602861828
14,0.05,1,363348.4882660343,359646.2565833878,868.344831293798,0.0,0.012730576777433573,0.04209600942256445,0.02786662034214217,0.05561580038311203,0.07644181853827706
15,0.05,1,370171.3886208025,359828.1848922896,265.00795995944645,0.0,0.022909559558562737,0.053023168251747445,0.04052322184634755,0.05890463380833934,0.07222872911835104
16,0.05,1,389010.5824531203,356582.41053317115,3143.993206198211,0.0,0.025990518589410327,0.04115255171553308,0.05327202521238287,0.06385538884459056,0.10318145337627074
17,0.05,1,372125.5992941882,355809.9436615966,625.0664261813508,0.0,0.028971651073116476,0.05545644399751561,0.04850501637417016,0.07266372831997174,0.08936916023661093
18,0.05,1,368413.0988665769,356142.3686673701,646.6130112693063,0.0,0.01767927843949254,0.02559039009557833,0.040514072163154356,0.06185056845472373,0.06933728757192718
0,0.05,2,291083.520720738,319437.62282859616,5740.608670772344,0.0,0.09014726734378734,0.09687542045413226,0.26751943073049356,0.26682960526534344,0.2743525749077791
1,0.05,2,317691.18945344066,323540.66206933407,5480.126709582284,0.0,0.0748195430366185,0.0839684340412121,0.09110701110766375,0.09634128190332904,0.1087693949240426
2,0.05,2,311602.3855348704,328175.8828369953,5570.154067492927,0.0,0.0815398306483827,0.09495256488984062,0.08891163468889364,0.10305939208101834,0.11165980610338828
3,0.05,2,345420.2527975875,329688.2596852759,3206.267483321135,0.0,0.0636399844428788,0.06776459886796976,0.07127200225541507,0.06946404743651305,0.07778825335415562
4,0.05,2,321285.1417854691,332656.57980478235,3422.4977127983584,0.0,0.059413635362114935,0.071804652975539,0.06636684520804356,0.0741326689808975,0.08313942232902798
5,0.05,2,319595.9646894446,336750.78119694866,4870.5852505787625,0.0,0.05792241862861703,0.07191928538642112,0.06305301294101559,0.06909598462988284,0.08066433599715134
6,0.05,2,329501.6995860837,340828.5517019918,4392.503497551021,0.0,0.05033675231352087,0.07026815074697092,0.05370477046547733,0.06359262428767196,0.08385094683092965
7,0.05,2,352305.8394093395,345563.92424782,5307.14524886274,0.0,0.051659120477741384,0.06254061398591754,0.060932435286155,0.09191905064553779,0.10401109441936142
8,0.05,2,329859.8548942348,348418.2395665371,4021.0470396424644,0.0,0.03465396952722495,0.04287093378315359,0.04239340788870494,0.05144886686019676,0.07050322993128273
9,0.05,2,360235.426251054,353355.0577761633,5008.040950023802,0.0,0.037853667999207044,0.05925300061078801,0.05594653796876578,0.07022882099681363,0.09368525437253598
10,0.05,2,331027.3654818997,355702.7552665009,3692.417268317542,0.0,0.04597396081442342,0.0597806625521137,0.07980503167904471,0.09819281678090436,0.10199163151613261
11,0.05,2,338486.6911598104,356755.86308490514,1955.0800269200117,0.0,0.03513212456548967,0.050671403145605656,0.06959270244184927,0.08815605094475869,0.10929117907688668
12,0.05,2,339072.1368148404,356360.649036344,124.59732992440695,0.0,0.01792964768960869,0.03171014001794194,0.048780028454957276,0.05964580556169498,0.07184329085859859
13,0.05,2,323944.702840624,354182.77964657807,2120.3808559291647,0.0,0.02364847892771688,0.03291117683326606,0.05460787570983415,0.062231436152314475,0.07814443906410955
14,0.05,2,382307.5079910733,353364.8211532504,959.2599401596235,0.0,0.016736718951060683,0.05880786947808445,0.043668852010634356,0.07244556293799095,0.08868850000692567
15,0.05,2,338035.8069428022,356379.5713623057,3502.303906936082,0.0,0.019440173249780205,0.04376070139616451,0.042387126533571316,0.05491420908130717,0.0733158470815266
16,0.05,2,372678.12135466107,351968.17275776656,2285.7313518885057,0.0,0.023921451161272134,0.04891347515332697,0.04386542993517042,0.05743663255277043,0.08033323065607359
17,0.05,2,330447.3094125585,348553.2200587438,3315.428355028096,0.0,0.016828712806620953,0.03851587177268566,0.03842055082785737,0.06502453805665138,0.07524115754358641
18,0.05,2,355641.9967232199,349549.3503079959,839.3708212490892,0.0,0.01749435047410906,0.04978524133363027,0.03447044867672856,0.05090755091505988,0.08453724533304285
0,0.05,3,331140.863545921,320021.5280356558,6195.206822458073,0.0,0.09706907114662071,0.10314372516492895,0.2502723319274747,0.24878014696362108,0.25642580920985153
1,0.05,3,335741.70628903114,323864.88960852375,5432.337361042504,0.0,0.09947610630314015,0.10593967884277045,0.1079632469151635,0.11181474254294012,0.12454900376908044
2,0.05,3,307548.85757949663,325157.07588939025,3071.3731353153707,0.0,0.06775861050129893,0.07900959816214959,0.08097027769895239,0.08372898865874151,0.09793562013896506
3,0.05,3,316918.8934727127,328105.34718404996,3528.9741288129007,0.0,0.0495973680576652,0.05643369857952,0.06390269770219349,0.06987645446935506,0.08045322693851051
4,0.05,3,337319.45256295445,331651.652207098,3775.7501128027798,0.0,0.04636097278110951,0.05506085157401402,0.05327716564490628,0.06459152301924102,0.08700437078566754
5,0.05,3,347245.9517071698,336205.26337024267,4830.921949489042,0.0,0.05957800342444273,0.06527214864964465,0.0657175953533343,0.08273177537417063,0.09344963295487718
6,0.05,3,338297.9980324525,339788.16340334277,4441.948499443475,0.0,0.050635680587235006,0.059277127010003386,0.05814050881979705,0.06483551318279929,0.08836288051731418
7,0.05,3,343368.54898622766,342813.65033019317,3224.5613231348107,0.0,0.033565995505769185,0.04351223651421057,0.039396077777555695,0.0500456787100297,0.07386225371760924
8,0.05,3,340872.83346597204,346953.38790734316,4555.233646156848,0.0,0.05039698145530933,0.05523146475190422,0.06164103998781527,0.07554610195659323,0.09621284070585645
9,0.05,3,346347.5050267756,350044.51712868415,3723.3094858071418,0.0,0.02411548804859156,0.045946015734998416,0.04553560145408915,0.055352568743832854,0.06342030483346989
10,0.05,3,323689.5993483795,353321.94210417836,3647.127022464061,0.0,0.040064218921225234,0.05848572741584358,0.0743652483042616,0.08624164735971493,0.09481427930934189
11,0.05,3,373497.92716331955,352601.1512958927,1467.8656261878787,0.0,0.026411080915751912,0.05670317241896864,0.059068948134373155,0.06867839764365141,0.08818564888883236
12,0.05,3,334517.734515392,354100.8776848467,1882.1026591351838,0.0,0.014319595918955945,0.023477996322340183,0.03925489795922858,0.04723980915951571,0.06869712766955696
13,0.05,3,330073.75639310846,353391.130511893,136.91726471774746,0.0,0.026463943996403883,0.0470330048498578,0.062104781508232176,0.07827021533469647,0.08794840077861785
14,0.05,3,347627.6449547457,354854.21523389424,1415.0502660939237,0.0,0.033919371081887,0.06504472841262011,0.0587746294717234,0.06598056987583785,0.08762264759819778
15,0.05,3,330833.1754037035,353929.6105403813,407.93260362325236,0.0,0.020063616514970937,0.043935973362469,0.03678626862143603,0.06044068762167406,0.07559347641293251
16,0.05,3,385869.56883120385,354205.7065729076,594.731025697838,0.0,0.0305121418517913,0.035751495413781864,0.04588675649508289,0.06115276547554119,0.07137415465194923
17,0.05,3,356582.0752116054,353572.30760150816,14.057478853384964,0.0,0.020852838049718728,0.039867461282138444,0.04488038554299141,0.06145398796867932,0.0836111009356241
18,0.05,3,357654.3272179354,355471.8192253331,2927.0442024824442,0.0,0.020718679245129344,0.02984012945607668,0.050171219252828365,0.055213898977414584,0.07324482067020811
0,0.05,4,322121.9780172656,322364.2527983998,8536.932280016248,0.0,0.11617299110190996,0.12876114502156216,0.2539014291382329,0.2543869747539673,0.2601528173561694
1,0.05,4,324155.3790998465,322762.8354913772,3171.6224580345443,0.0,0.08555626733356819,0.09707167128021381,0.0921552946486614,0.10364760147272907,0.10822414280668932
2,0.05,4,333202.3529840645,325285.3511921358,3712.076382033818,0.0,0.07679215660879687,0.08730571565866002,0.08500490222765653,0.09252733902139416,0.10502355342673513
3,0.05,4,325790.0781061303,329235.69670807687,4961.403536395344,0.0,0.08694862587960228,0.09344362083145656,0.09400308738998808,0.09844285642281246,0.11369612419529633
4,0.05,4,350059.02935652167,332566.52691458067,4731.258618416614,0.0,0.06138230629814203,0.0691415630295063,0.07086835290445073,0.07824872249363497,0.09297874879251337
5,0.05,4,324589.5832828792,336269.8411366022,4665.473469551303,0.0,0.04800350156735097,0.05765838620654095,0.05432611020501329,0.06202551927181536,0.07728496497280335
6,0.05,4,353011.4209616659,341150.4316997298,5154.991267400153,0.0,0.05222568420260273,0.06179550853474599,0.06078251377304754,0.06833947432619904,0.08811404163640202
7,0.05,4,326989.0625318958,343046.34378202335,3528.904102120374,0.0,0.03577834374507037,0.041185055143939005,0.049438649914025634,0.07426426430186214,0.09432402673586969
8,0.05,4,335272.47779007826,344742.9040010456,2181.803705692,0.0,0.020977497673234865,0.0385673699720539,0.04506345120415684,0.05637061393829265,0.0762787478221175
9,0.05,4,348239.6423384078,347514.60304132313,2767.7433321518474,0.0,0.026824872917866727,0.04495746570445992,0.053979377290399984,0.06377801814428842,0.07412090081246207
10,0.05,4,331079.613881834,346497.0014358003,60.01034724450437,0.0,0.02585505600126795,0.053995249939831985,0.06616732019378505,0.08385549466522042,0.10706592234498755
11,0.05,4,361993.2647399756,345856.08883408114,374.7556382108596,0.0,0.02310190563530278,0.05073670175863132,0.05395143266302327,0.06868823258530118,0.08372981007814981
12,0.05,4,350299.4067826101,346289.6123954596,547.8610323036555,0.0,0.02849010577217106,0.04648960325901955,0.057109378794956325,0.06202279828829828,0.07407709418990771
13,0.05,4,337102.910638524,345231.67273856455,1044.5292570408783,0.0,0.01978848233562649,0.03642250973598545,0.039306911101696505,0.04777873534958605,0.06714233573464454
14,0.05,4,342714.56097819813,345815.04138229473,649.8714869910618,0.0,0.015401570183330479,0.034733689758331576,0.027232423549213073,0.04836497845446232,0.05801076652526674
15,0.05,4,336195.6578039592,344239.42079740524,763.0868861571071,0.0,0.025376213853929776,0.049095232232989464,0.04764110289664431,0.05597490298834818,0.07355905281269745
16,0.05,4,355807.4165672454,341775.05136526277,2308.909700708289,0.0,0.023729647610688447,0.03022622477664704,0.039899631451394794,0.059488235128133074,0.06818966909062726
17,0.05,4,344610.3694538286,341034.2636375785,233.82225881825434,0.0,0.02276907291439499,0.05232252734991297,0.047515665077689465,0.07264767167499725,0.09452925891306047
18,0.05,4,340807.6792466222,339446.2369238204,1050.1530414464069,0.0,0.01989431886728037,0.04434701342699081,0.04745308222946886,0.08286465146179657,0.10076116722628471
0,0.05,5,315293.5416472969,319154.66050689004,5323.163106949243,0.0,0.06599709147540375,0.07327779490757994,0.18497791010528736,0.18499923591603779,0.19240249832204823
1,0.05,5,294488.4917240741,323409.00550511846,5602.093978729332,0.0,0.08763373383130824,0.10317834516850723,0.09903666291947297,0.10724704042076652,0.11379301414681559
2,0.05,5,327354.27926275274,325428.79321302695,3033.0189082131837,0.0,0.08134038036622508,0.09181287073052087,0.08858717468524585,0.09345879955848754,0.10104369887923897
3,0.05,5,278420.9261395474,329782.18984696467,4786.5702814233955,0.0,0.08334083744482294,0.09393781466990724,0.09354443730830272,0.09643318692361545,0.10560457914786373
4,0.05,5,320752.8727756444,333144.4302643668,4014.955433130788,0.0,0.04742359159443482,0.05643024154621799,0.05566674689148775,0.06411512975789616,0.07369655856808233
5,0.05,5,325838.276660112,336836.13376053976,4270.941863618209,0.0,0.021615514507632515,0.027180383161987086,0.036303839221007175,0.05060199911636368,0.06318737658102122
6,0.05,5,330978.8103267901,340781.5367824603,5609.566747193749,0.0,0.050747328517617284,0.060916028339405744,0.05816247819113571,0.06666974343921475,0.0962940811407434
7,0.05,5,343616.76972754917,345602.2241352031,6012.027299276495,0.0,0.05094530783026917,0.06908822362985158,0.05588692503178154,0.06620357573469487,0.09427461770660464
8,0.05,5,344751.8168133803,348623.49692123756,4316.0128853755305,0.0,0.051143240349116145,0.06690304523820705,0.08136651521999808,0.09222766773933387,0.09939530351741431
9,0.05,5,336485.5855494024,351556.5793413407,3421.386187154276,0.0,0.03216330438690434,0.04144150470945834,0.0663190512592802,0.07161731481733792,0.07858264250612956
10,0.05,5,349371.0066144033,352878.3850535485,2067.092867895146,0.0,0.016671751567348247,0.02095993285940283,0.03744415912414287,0.037544029824888726,0.04866631582336873
11,0.05,5,383587.1731365048,354047.1421465073,1649.6375369697926,0.0,0.025132123004372682,0.03436217083792439,0.04920884407095116,0.0570306104118317,0.06724700254284864
12,0.05,5,358290.1206500113,356529.08072927187,2746.632794696896,0.0,0.024480277616820454,0.036648914843653166,0.06010841206332382,0.06336497019533674,0.0771924003863668
13,0.05,5,362414.9906182756,356850.4803840969,510.0616564207012,0.0,0.031135581315664268,0.03716662811201157,0.06621138337912615,0.06829917922626644,0.07643733394580383
14,0.05,5,320006.30796171475,357912.1074576533,1494.5988484702539,0.0,0.026045170794488003,0.028518871106380676,0.04056898160346896,0.04717367022717169,0.06139864055747415
15,0.05,5,344701.7662304064,356800.86823783483,548.0377393969102,0.0,0.015888008525240284,0.04476089217972046,0.03154189701158236,0.03619840818434853,0.05968405247419238
16,0.05,5,355088.80449908436,356662.5077328533,100.61278056452284,0.0,0.023047142950287248,0.0409080643434522,0.035387933729568215,0.048542254046036765,0.05781399986030804
17,0.05,5,354159.61148273153,356776.5396795969,40.47914663417032,0.0,0.019000104482767906,0.045361300203853164,0.034294784099488926,0.051907060745353485,0.06614936874913965
18,0.05,5,349453.0079879443,354470.12982986995,1896.4700969011174,0.0,0.021178774207624387,0.040770262905094286,0.04217362726086723,0.05308321609337379,0.06967563718187138
0,0.05,6,312953.69555488747,320786.4407017751,6984.562711064704,0.0,0.09230028420593536,0.10010463585492979,0.2606889348725408,0.25957172438495363,0.26846012300048094
1,0.05,6,314617.6241573329,324544.55698731396,5156.866097194259,0.0,0.1018255113051078,0.11671755479480664,0.11150999538572201,0.12410767471759739,0.13136245038324015
2,0.05,6,304157.9909634792,327445.4806938221,4176.482034229324,0.0,0.0693097423230065,0.0843235098457761,0.07699919105451007,0.09007718629785035,0.09774777485388653
3,0.05,6,356394.7925720783,329759.5944920419,2666.8985977869597,0.0,0.043779793504535335,0.059471532625221285,0.0546680169909538,0.07910735708999629,0.09916079308766569
4,0.05,6,337581.24688337796,330500.565814708,1629.5818611799623,0.0,0.027949092191961296,0.03245263725129892,0.032911442140445946,0.05525948307941927,0.07553995928835314
5,0.05,6,310977.5752813919,336001.3737833316,6073.561201092554,0.0,0.05360812515781666,0.06821788840466056,0.06317355157938588,0.07885185920947606,0.09520206547567951
6,0.05,6,362503.37090076983,339797.1868164344,4733.084093166515,0.0,0.06228971494977965,0.06887333129938872,0.06925426098321544,0.07174720336533025,0.0823850113308651
7,0.05,6,344345.7743503378,342159.03544306883,3201.958249314048,0.0,0.028368085019468664,0.047237736613103716,0.038780908135281136,0.05553364996421,0.06787327889749338
8,0.05,6,349945.3187853938,346630.61109281663,4919.817827849707,0.0,0.02944414463161897,0.05483820337268927,0.06483902690824686,0.07990086206983044,0.09250430294866718
9,0.05,6,339677.1838829122,348586.8542708384,3607.7621646926273,0.0,0.02492854681179301,0.043533944122099946,0.0452093225853157,0.06335821948813179,0.07267419993129748
10,0.05,6,352638.27495602757,350543.9419657612,1998.2635111397249,0.0,0.03285802438126223,0.03810803165999664,0.05923243453444466,0.06261601721417266,0.07068858902610439
11,0.05,6,359906.60244688217,352490.38323488587,2049.4653007250745,0.0,0.027392126895247695,0.037720268692687076,0.072489659016903,0.07357438228690895,0.0824710491253798
12,0.05,6,351187.977460574,351082.25361167,606.5989124955377,0.0,0.029837369156934752,0.04649375385425873,0.060854309962578276,0.06880298171604005,0.08287705210939586
13,0.05,6,365926.2145180755,351819.21975150553,884.4580353325,0.0,0.02258059262243044,0.047327243736149674,0.0526958304201497,0.059687436309457595,0.07261858646663669
14,0.05,6,345800.0949115148,348699.75603675435,1497.3190014715074,0.0,0.026553174029346042,0.047256245164512725,0.05268025560618001,0.06423777184003052,0.08155837204905886
15,0.05,6,360233.64909226063,350567.6142673344,2107.7238001775695,0.0,0.02006949508416863,0.04190927037232312,0.039378770405607826,0.06638043501344845,0.0897482710865184
16,0.05,6,358231.236035672,349805.7525390486,799.9720701930346,0.0,0.025816602376489427,0.04862312901465332,0.06275620404288557,0.07232138220590797,0.08589168539825795
17,0.05,6,374101.3099777924,348505.1560374063,606.9740605715779,0.0,0.014445069768617834,0.039892048197300446,0.03371177510131956,0.06027111872893389,0.07617929492663794
18,0.05,6,358503.35811790224,350933.8719582751,2432.3599585926277,0.0,0.01953281415315888,0.03232337617652788,0.03899289802296571,0.04598122031442806,0.059390557983775516
0,0.05,7,326187.7872934664,319276.00561368966,5446.676323485444,0.0,0.08155535405748505,0.09116029205800923,0.1848190752443088,0.18723700142864963,0.19361021607902368
1,0.05,7,311263.3707616773,322055.6448322309,4040.0722904001013,0.0,0.057712763108337166,0.06707954301603848,0.06656282458854054,0.07800821811802995,0.08834203974034913
2,0.05,7,336650.60153696744,325340.13848500175,3856.5372330323444,0.0,0.05019521345110381,0.06419371616153755,0.06133797956846666,0.07036582221420996,0.07776925278415277
3,0.05,7,332723.46813101176,328634.61191571475,3827.2505567921908,0.0,0.09664245972469317,0.10487954057392099,0.10423691639984758,0.10835040360106658,0.12190344713040775
4,0.05,7,330834.4061732679,331327.4667165591,3983.3346464646165,0.0,0.08818568671974439,0.10289260275051407,0.09948271330814837,0.10108073408279696,0.12395243211335882
5,0.05,7,317518.96657852165,336016.8354996272,5473.209032428567,0.0,0.09425676063882807,0.10544586094856422,0.10497674485002656,0.11074571304129088,0.13830221837492582
6,0.05,7,324840.71498480014,338126.90186343243,2797.0646692087757,0.0,0.023460851313567847,0.04030061800060867,0.03435226833612146,0.051801878224668994,0.08485769772958045
7,0.05,7,366440.3080744608,342526.1981940023,4428.3385322619,0.0,0.040338886540056955,0.06640466498844665,0.0519202554411489,0.07182737907950346,0.09785633263647013
8,0.05,7,349494.7621216975,345254.30285551486,3658.6446420710417,0.0,0.0396287120421879,0.06551094727818221,0.05695846772436956,0.08971589383084501,0.09959734609112238
9,0.05,7,336334.42162538244,345447.51843951386,1346.9320866633207,0.0,0.03554429324681316,0.04983813120118769,0.06042515993572539,0.07315658333847831,0.08725984548671352
10,0.05,7,334860.34192072245,346998.72910639533,2078.199511796469,0.0,0.037615051913268464,0.057373708645508406,0.0730165130394047,0.08964103504560077,0.10465133375652111
