regime,gamma,T,seed_idx,err_T,traj_emp_risk,traj_emp_risk_excess,traj_pop_risk,traj_pop_risk_excess,traj_gap,traj_gap_abs,gap_abs
exo,,500,0,0.43780774854144305,5.066874671336889,0.06687467133688862,5.150408360605889,0.1504083606058888,0.08353368926900018,0.041287555140468335,0.041287555140468335
exo,,500,1,0.4777472887287129,5.141465832761787,0.1414658327617868,5.133359844062861,0.13335984406286094,0.00810598869892587,0.07067911312843655,0.07067911312843655
exo,,500,2,0.34619050467825735,5.295656198550658,0.29565619855065783,5.22974316255658,0.22974316255657978,0.06591303599407805,0.0037277445335002213,0.0037277445335002213
exo,,500,3,0.479454894401955,5.324954377252838,0.3249543772528378,5.152873713086077,0.1528737130860769,0.17208066416676093,0.05959554052941041,0.05959554052941041
exo,,500,4,0.3227829946336444,5.089628465850715,0.08962846585071471,5.104418839743774,0.10441883974377397,0.014790373893059261,0.037872440569634236,0.037872440569634236
exo,,500,5,0.2983531040181064,5.269893120804591,0.26989312080459094,5.116059362918284,0.11605936291828378,0.15383375788630715,0.0006750743603101128,0.0006750743603101128
exo,,500,6,0.2337604167670851,5.079421513782469,0.07942151378246898,5.107365920482631,0.10736592048263116,0.027944406700162183,0.006150220603888812,0.006150220603888812
exo,,500,7,0.24920718039297846,5.233770880656031,0.23377088065603058,5.25745520967574,0.2574552096757401,0.023684329019709516,0.16692654881443314,0.16692654881443314
exo,,500,8,0.36341159064890405,5.121339600151081,0.1213396001510807,5.1532772618906115,0.15327726189061153,0.03193766173953083,0.0003393326835245958,0.0003393326835245958
exo,,500,9,0.48504668518662725,5.454357980470559,0.45435798047055886,5.189672352706192,0.1896723527061921,0.26468562776436677,0.10671457647585925,0.10671457647585925
exo,,500,10,0.25691998726511334,5.0570404704963146,0.057040470496314555,5.116456556991839,0.11645655699183877,0.05941608649552421,0.0682160682237809,0.0682160682237809
exo,,500,11,0.17821968553594436,5.013415619109677,0.013415619109676591,5.123021517582077,0.12302151758207724,0.10960589847240065,0.036542801802196045,0.036542801802196045
exo,,500,12,0.2876043449696452,5.049364644094594,0.04936464409459429,5.069203804228449,0.06920380422844907,0.019839160133854783,0.11236443714678579,0.11236443714678579
exo,,500,13,0.26302943000117657,5.193620876002305,0.1936208760023046,5.158812119568405,0.15881211956840513,0.03480875643389947,0.07087322286249975,0.07087322286249975
exo,,500,14,0.5822282738489661,5.177717834896831,0.17771783489683113,5.1709811304559485,0.17098113045594854,0.0067367044408825905,0.24263200717805056,0.24263200717805056
exo,,500,15,0.2443757136136859,5.1827762351311595,0.18277623513115948,5.103456858772808,0.10345685877280797,0.07931937635835151,0.07029807764361795,0.07029807764361795
exo,,500,16,0.25033541373729823,5.020944368245078,0.02094436824507806,5.1635144097113646,0.16351440971136455,0.1425700414662865,0.14045194984669607,0.14045194984669607
exo,,500,17,0.453689668329186,5.071926314319654,0.07192631431965424,5.113951921808098,0.11395192180809843,0.042025607488444194,0.14357952598844914,0.14357952598844914
exo,,500,18,0.22170341824797607,5.37874028741339,0.3787402874133896,5.227406190345921,0.22740619034592058,0.15133409706746903,0.0325670240973599,0.0325670240973599
exo,,500,19,0.43079661370014344,5.219216689237172,0.21921668923717164,5.1462591539306395,0.14625915393063948,0.07295753530653215,0.08627291784811053,0.08627291784811053
feedback,0.25,500,0,0.6433978075920365,5.295848702416152,0.29584870241615224,5.359763363790926,0.3597633637909263,0.06391466137477408,0.1035958947695983,0.1035958947695983
feedback,0.25,500,1,0.4450519842419259,5.301690079488906,0.3016900794889059,5.226398836831042,0.22639883683104234,0.07529124265786358,0.09374947450357052,0.09374947450357052
feedback,0.25,500,2,0.7775098650127412,5.3484433358186685,0.3484433358186685,5.38780573814137,0.3878057381413704,0.03936240232270194,0.3357823491248473,0.3357823491248473
feedback,0.25,500,3,0.42890270657087126,5.272102866302118,0.27210286630211833,5.2358705095949745,0.23587050959497446,0.036232356707143865,0.03557400336546568,0.03557400336546568
feedback,0.25,500,4,0.527266271746407,5.499381383281582,0.4993813832815821,5.560196397098487,0.5601963970984869,0.060815013816904795,0.16634243971167528,0.16634243971167528
feedback,0.25,500,5,0.6358642435816702,5.401912338779843,0.40191233877984267,5.3912572439079085,0.3912572439079085,0.010655094871934168,0.13206330946383193,0.13206330946383193
feedback,0.25,500,6,0.860810249776609,5.675783619750909,0.6757836197509093,5.628626254089735,0.6286262540897347,0.047157365661174566,0.24947112909023517,0.24947112909023517
feedback,0.25,500,7,0.36054141889250746,4.950750370353562,-0.049249629646437754,5.161787487514333,0.16178748751433325,0.211037117160771,0.03861785038530474,0.03861785038530474
feedback,0.25,500,8,0.521072489671566,5.475428015118905,0.4754280151189052,5.212651915273074,0.21265191527307437,0.26277609984583084,0.048202628379141466,0.048202628379141466
feedback,0.25,500,9,0.6370646257147624,5.390510413009852,0.390510413009852,5.415752738683362,0.41575273868336193,0.025242325673509924,0.06479253135999041,0.06479253135999041
feedback,0.25,500,10,0.33936604396310266,5.358775997766219,0.3587759977662186,5.445784906270162,0.44578490627016176,0.08700890850394316,0.2316579167545214,0.2316579167545214
feedback,0.25,500,11,0.48547356695625615,5.3251725951238935,0.3251725951238935,5.226546029374136,0.22654602937413593,0.09862656574975759,0.05189255413529814,0.05189255413529814
feedback,0.25,500,12,0.37126020486908196,5.291249369762165,0.2912493697621654,5.224497263918627,0.2244972639186269,0.06675210584353852,0.00112299715854558,0.00112299715854558
feedback,0.25,500,13,0.6118908866408065,5.4751901517959345,0.4751901517959345,5.385306186758434,0.3853061867584344,0.08988396503750007,0.15194501244354353,0.15194501244354353
feedback,0.25,500,14,0.7181047004948591,5.4102654836754045,0.4102654836754045,5.4877698884821005,0.48776988848210046,0.07750440480669596,0.13420767088453545,0.13420767088453545
feedback,0.25,500,15,0.7113601932530562,5.268196427522027,0.2681964275220272,5.325014324019383,0.32501432401938324,0.056817896497356024,0.3269751078100409,0.3269751078100409
feedback,0.25,500,16,0.7277750744430018,5.520778160790625,0.5207781607906252,5.362414028616791,0.36241402861679095,0.15836413217383427,0.15062994632936721,0.15062994632936721
feedback,0.25,500,17,0.6020049791694885,5.374772403605734,0.37477240360573383,5.282922026602932,0.2829220266029324,0.09185037700280141,0.16304231640720968,0.16304231640720968
feedback,0.25,500,18,0.3989691874041385,5.383646625731759,0.38364662573175856,5.327797931766376,0.3277979317663764,0.05584869396538217,0.06967400599493612,0.06967400599493612
feedback,0.25,500,19,0.45641368366393104,5.004587620401957,0.00458762040195726,5.17667392501885,0.17667392501885004,0.17208630461689278,0.08705477996335276,0.08705477996335276
feedback,0.5,500,0,0.5871722824903095,5.568561668947761,0.5685616689477611,5.556763241086404,0.5567632410864043,0.011798427861356764,0.1900779734546445,0.1900779734546445
feedback,0.5,500,1,0.5156825052243555,5.623891704378571,0.623891704378571,5.650087071509974,0.650087071509974,0.026195367131403025,0.44632315984379733,0.44632315984379733
feedback,0.5,500,2,0.6822349519099039,5.69145006646756,0.69145006646756,5.759506658191238,0.7595066581912384,0.0680565917236784,0.19069238298662494,0.19069238298662494
feedback,0.5,500,3,0.9802562915815223,5.4937007964470705,0.49370079644707054,5.470808437737643,0.47080843773764336,0.022892358709427185,0.5078759916354469,0.5078759916354469
feedback,0.5,500,4,1.2007539296490741,5.859958257837914,0.8599582578379144,5.962316419754766,0.9623164197547656,0.10235816191685121,0.6291513680171557,0.6291513680171557
feedback,0.5,500,5,0.916248212952328,5.883365323902504,0.8833653239025043,5.922497042442531,0.9224970424425312,0.03913171854002684,0.07044946992667711,0.07044946992667711
feedback,0.5,500,6,0.6382458251894446,5.480991200134951,0.4809912001349508,5.513521739421094,0.513521739421094,0.032530539286143245,0.001149904070573804,0.001149904070573804
feedback,0.5,500,7,0.6709169289086406,5.270408985547667,0.27040898554766724,5.410738271426926,0.41073827142692565,0.14032928587925841,0.03809137577342092,0.03809137577342092
feedback,0.5,500,8,0.5607354092199393,5.665367551346371,0.665367551346371,5.364710962727602,0.3647109627276022,0.30065658861876887,0.0676925322017885,0.0676925322017885
feedback,0.5,500,9,0.6647104802841912,5.663432837626374,0.6634328376263738,5.582120732771531,0.5821207327715312,0.08131210485484264,0.08950880744365808,0.08950880744365808
feedback,0.5,500,10,0.5650364840688826,5.457495889377722,0.45749588937772234,5.5078017917602535,0.5078017917602535,0.05030590238253119,0.09029048420731467,0.09029048420731467
feedback,0.5,500,11,0.6589784646014388,5.497231195781045,0.4972311957810449,5.3942880372020205,0.39428803720202055,0.10294315857902436,0.049291537614736924,0.049291537614736924
feedback,0.5,500,12,1.119182255408324,5.856552493897845,0.856552493897845,5.816917180414917,0.8169171804149169,0.03963531348292815,0.5500225973884003,0.5500225973884003
feedback,0.5,500,13,0.9600503795439953,5.876116227423128,0.876116227423128,5.890364779778402,0.8903647797784018,0.01424855235527378,0.17878411258900595,0.17878411258900595
feedback,0.5,500,14,1.0487539454180783,5.559375597202071,0.5593755972020711,5.71166531991999,0.71166531991999,0.15228972271791896,0.48027860223792285,0.48027860223792285
feedback,0.5,500,15,0.7075115423746118,5.449233576942246,0.4492335769422464,5.484120476911743,0.48412047691174287,0.034886899969496454,0.14711665750244407,0.14711665750244407
feedback,0.5,500,16,1.1294997318181952,6.0589949658969475,1.0589949658969475,6.121235055871855,1.1212350558718551,0.0622400899749076,0.13718080034477964,0.13718080034477964
feedback,0.5,500,17,0.9809508409899105,5.690232629703903,0.6902326297039032,5.567510954580354,0.5675109545803538,0.12272167512354937,0.44043362770830097,0.44043362770830097
feedback,0.5,500,18,0.5880906256560221,5.623718788608862,0.623718788608862,5.545592749512707,0.5455927495127071,0.0781260390961549,0.10889493821123786,0.10889493821123786
feedback,0.5,500,19,0.48942776545142636,5.359493472456394,0.3594934724563936,5.453279998970147,0.4532799989701468,0.09378652651375319,0.12739583880149308,0.12739583880149308
feedback,1.0,500,0,1.0045099818453582,6.618261858678942,1.6182618586789417,6.789270573960723,1.7892705739607226,0.17100871528178097,0.743656439775525,0.743656439775525
feedback,1.0,500,1,0.8623371442045754,5.629446326309003,0.6294463263090027,5.583198549910987,0.5831985499109873,0.04624777639801536,0.07684220789290475,0.07684220789290475
feedback,1.0,500,2,1.4345850082564335,6.741634362799591,1.7416343627995907,6.6808567361762,1.6808567361762004,0.06077762662339037,0.4387838814711218,0.4387838814711218
feedback,1.0,500,3,0.7510258543710827,6.614524848274477,1.6145248482744767,6.683837091350349,1.683837091350349,0.06931224307587236,1.0290149796948542,1.0290149796948542
feedback,1.0,500,4,1.5716717416378658,6.301522158931915,1.301522158931915,6.455215523827361,1.455215523827361,0.15369336489544594,1.1179002057048262,1.1179002057048262
feedback,1.0,500,5,1.4549685569742439,6.361011558416669,1.3610115584166689,6.426704447816099,1.4267044478160988,0.06569288939942997,0.8165269020307004,0.8165269020307004
feedback,1.0,500,6,0.8558210908818666,6.128013943568141,1.128013943568141,6.029230560693059,1.0292305606930592,0.09878338287508193,0.1885468735089999,0.1885468735089999
feedback,1.0,500,7,0.649771386077984,5.983706857997305,0.983706857997305,6.265053204299184,1.2650532042991838,0.2813463463018788,0.7872032026043225,0.7872032026043225
feedback,1.0,500,8,1.4765058079654094,6.728178128762035,1.7281781287620346,6.424963774979865,1.4249637749798651,0.30321435378216943,0.8088597427536071,0.8088597427536071
feedback,1.0,500,9,1.1523558937663707,7.226002601303313,2.226002601303313,7.125805916427195,2.125805916427195,0.10019668487611799,0.6861759671140852,0.6861759671140852
feedback,1.0,500,10,0.4871998265021585,6.066974091251525,1.0669740912515246,5.969353785441307,0.9693537854413066,0.09762030581021808,0.6288498528979085,0.6288498528979085
feedback,1.0,500,11,1.2485595982271882,6.382837957702958,1.3828379577029581,6.313566868934441,1.3135668689344406,0.06927108876851751,0.3520484628496021,0.3520484628496021
feedback,1.0,500,12,0.7905914388670229,5.924609446475663,0.9246094464756629,5.947250379200026,0.9472503792000264,0.022640932724363516,0.2595858172745453,0.2595858172745453
feedback,1.0,500,13,0.8728818430570271,6.279804894436187,1.2798048944361868,6.195041683206097,1.1950416832060968,0.08476321123009001,0.28562692478295926,0.28562692478295926
feedback,1.0,500,14,1.0089521934219001,6.121574317565416,1.1215743175654156,6.116419028197937,1.116419028197937,0.005155289367478666,0.001447639352093688,0.001447639352093688
feedback,1.0,500,15,1.2841785478883632,6.416656113139643,1.4166561131396431,6.544376775063183,1.5443767750631832,0.12772066192354004,0.2908401438259558,0.2908401438259558
feedback,1.0,500,16,0.9701696330540541,6.248314975715319,1.248314975715319,6.269758117334596,1.2697581173345958,0.02144314161927685,0.3217028174480685,0.3217028174480685
feedback,1.0,500,17,1.0295323307410704,6.397550748464599,1.3975507484645986,6.228100090163728,1.2281000901637276,0.16945065830087103,0.13283454664603322,0.13283454664603322
feedback,1.0,500,18,1.5111983444738055,6.988195156390711,1.9881951563907112,6.853753680395616,1.8537536803956156,0.1344414759950956,0.6445722173667408,0.6445722173667408
feedback,1.0,500,19,1.2581119716657685,6.829372075171339,1.8293720751713387,6.921810681116724,1.9218106811167237,0.092438605945385,0.1821812336374764,0.1821812336374764
iid,,1000,0,0.0847247765821818,4.98126085578861,-0.018739144211389558,5.045401541992366,0.04540154199236568,0.06414068620375524,0.021255205201093474,0.021255205201093474
iid,,1000,1,0.07627419883990813,5.0364045294683475,0.03640452946834749,5.030334560416893,0.030334560416893197,0.006069969051454294,0.11512781994441657,0.11512781994441657
iid,,1000,2,0.02480712287873756,5.060096786081754,0.06009678608175406,5.047636257008308,0.04763625700830776,0.012460529073446303,0.010808128613424728,0.010808128613424728
iid,,1000,3,0.0979158501124407,5.1023912245288106,0.10239122452881055,5.048867072233782,0.04886707223378206,0.05352415229502849,0.08510998380420265,0.08510998380420265
iid,,1000,4,0.0386984440979424,4.962098030666894,-0.03790196933310597,5.03300289175154,0.03300289175153992,0.07090486108464589,0.00424287320816763,0.00424287320816763
iid,,1000,5,0.08500157630016389,5.0909063196934445,0.09090631969344454,5.0343382467575735,0.034338246757573465,0.05656807293587107,0.009128840983231079,0.009128840983231079
iid,,1000,6,0.07032639720292524,5.0632778953168724,0.06327789531687245,5.034309369645985,0.0343093696459853,0.028968525670887146,0.006012370389738564,0.006012370389738564
iid,,1000,7,0.07228795587945057,4.965366807335415,-0.03463319266458509,5.0478239328250325,0.0478239328250325,0.08245712548961759,0.05175431483328019,0.05175431483328019
iid,,1000,8,0.057004954648950966,5.1350738216483185,0.1350738216483185,5.0341683697083734,0.03416836970837345,0.10090545193994505,0.07075219150943557,0.07075219150943557
iid,,1000,9,0.06056113640004717,5.185034265421776,0.18503426542177603,5.034699614883518,0.03469961488351814,0.1503346505382579,0.014377434270510747,0.014377434270510747
iid,,1000,10,0.0777857398024155,4.976300940953949,-0.023699059046051296,5.056415663357868,0.05641566335786763,0.08011472240391893,0.07040260013039834,0.07040260013039834
iid,,1000,11,0.03429799546941504,5.029498645821284,0.02949864582128381,5.028674053046838,0.028674053046837678,0.0008245927744461312,0.021598254382861448,0.021598254382861448
iid,,1000,12,0.049519549484331744,4.996366632099875,-0.0036333679001252506,5.020249256909104,0.020249256909104396,0.023882624809229647,0.05228037643655359,0.05228037643655359
iid,,1000,13,0.0798269780941101,5.113509669441327,0.1135096694413269,5.044023899625012,0.044023899625011964,0.06948576981631494,0.04936514393921243,0.04936514393921243
iid,,1000,14,0.08049752277080859,5.009180585909436,0.009180585909436267,5.045352529537315,0.04535252953731472,0.036171943627878456,0.010975954716136549,0.010975954716136549
iid,,1000,15,0.037645300741916556,5.040153055338726,0.04015305533872571,5.028347516273764,0.028347516273764306,0.011805539064961401,0.05269409308720174,0.05269409308720174
iid,,1000,16,0.07220039146711216,5.024857833376488,0.024857833376487726,5.031464581028089,0.031464581028089356,0.00660674765160163,0.11013789638776572,0.11013789638776572
iid,,1000,17,0.06603668652832115,5.058236229761689,0.05823622976168874,5.03075394887069,0.030753948870690273,0.027482280890998467,0.010268095169179148,0.010268095169179148
iid,,1000,18,0.06249274247255009,5.18502856514047,0.1850285651404704,5.05047460570687,0.0504746057068699,0.1345539594336005,0.042148274504519634,0.042148274504519634
iid,,1000,19,0.06246282225417094,4.964633575920608,-0.035366424079391834,5.028455615071696,0.028455615071695917,0.06382203915108775,0.01503131624805043,0.01503131624805043
exo,,1000,0,0.29858362255448495,5.085892019970596,0.08589201997059615,5.1006127907605885,0.10061279076058849,0.014720770789992343,0.013512728255331119,0.013512728255331119
exo,,1000,1,0.20586305220091286,5.023865133978367,0.02386513397836687,5.067967976318923,0.06796797631892293,0.04410284234055606,0.09233671147037814,0.09233671147037814
exo,,1000,2,0.13296928677350703,5.14459193699012,0.1445919369901203,5.060799443691342,0.060799443691341715,0.08379249329877858,0.04076970255059731,0.04076970255059731
exo,,1000,3,0.37137059277405876,5.079673057027423,0.07967305702742333,5.069073237106744,0.0690732371067444,0.010599819920678932,0.018349378421842033,0.018349378421842033
exo,,1000,4,0.1917949896037971,5.0196696782398655,0.01966967823986554,5.077542149194097,0.0775421491940973,0.05787247095423176,0.008874123760303831,0.008874123760303831
exo,,1000,5,0.4584682588654844,5.187163158957476,0.1871631589574756,5.102840243119339,0.10284024311933937,0.08432291583813623,0.12541521542741307,0.12541521542741307
exo,,1000,6,0.3039551787331382,5.18967883088556,0.18967883088556015,5.061368498462282,0.061368498462281984,0.12831033242327816,0.024312578282315478,0.024312578282315478
exo,,1000,7,0.14547332204530125,5.012951052491353,0.012951052491352755,5.093254342303118,0.09325434230311824,0.08030328981176549,0.052273261365930246,0.052273261365930246
exo,,1000,8,0.26466182562910706,4.788179416730593,-0.21182058326940734,5.040469684388904,0.04046968438890364,0.252290267658311,0.04315593055074718,0.04315593055074718
exo,,1000,9,0.29772295956323885,4.983438496703077,-0.01656150329692263,5.085245414379022,0.08524541437902222,0.10180691767594485,0.04498796286878459,0.04498796286878459
exo,,1000,10,0.18776797995421549,5.025121590238827,0.025121590238827096,5.069148713372507,0.06914871337250705,0.04402712313367996,0.06840666827189423,0.06840666827189423
exo,,1000,11,0.1132524682832587,5.093923406108258,0.09392340610825833,5.049917211911865,0.04991721191186471,0.04400619419639362,0.02884848081913205,0.02884848081913205
exo,,1000,12,0.2992884567429025,5.098860257245807,0.09886025724580705,5.0437233260718175,0.0437233260718175,0.055136931173989545,0.0631284988270151,0.0631284988270151
exo,,1000,13,0.37428658724979436,5.059853398237956,0.05985339823795588,5.082669336723992,0.0826693367239919,0.022815938486036025,0.14018104461407255,0.14018104461407255
exo,,1000,14,0.2917428868247985,5.084243351953872,0.08424335195387211,5.074360422665765,0.07436042266576504,0.009882929288107078,0.007126630418387236,0.007126630418387236
exo,,1000,15,0.15618507341650406,5.049005553919928,0.04900555391992789,5.0728570523877075,0.07285705238770745,0.023851498467779564,0.08372561266345002,0.08372561266345002
exo,,1000,16,0.2940771793298521,4.965797544232748,-0.034202455767252005,5.072158714147825,0.07215871414782526,0.10636116991507727,0.04533912133127416,0.04533912133127416
exo,,1000,17,0.33114115118220827,5.021405176333344,0.021405176333344045,5.079103235241399,0.07910323524139873,0.057698058908054684,0.048246981957829504,0.048246981957829504
exo,,1000,18,0.2360649099593589,5.091309675802181,0.09130967580218119,5.083609777697985,0.08360977769798517,0.0076998981041960235,0.011384633302705005,0.011384633302705005
exo,,1000,19,0.20683570407170462,5.176154635117146,0.1761546351171459,5.083167793909336,0.08316779390933604,0.09298684120780987,0.041668536080982754,0.041668536080982754
feedback,0.25,1000,0,0.5342106222147528,5.256385164576999,0.256385164576999,5.331419461796102,0.33141946179610215,0.07503429721910315,0.044714591099026535,0.044714591099026535
feedback,0.25,1000,1,0.6494029480864814,5.331010020763171,0.33101002076317076,5.293920431272152,0.29392043127215217,0.03708958949101859,0.08947042839623265,0.08947042839623265
feedback,0.25,1000,2,0.5521500491090817,5.5109858075421085,0.5109858075421085,5.470248629331122,0.4702486293311221,0.040737178210986436,0.07304536062805322,0.07304536062805322
feedback,0.25,1000,3,0.5873920620021126,5.366774654496631,0.3667746544966306,5.242929170404113,0.24292917040411321,0.12384548409251739,0.07792768097770875,0.07792768097770875
feedback,0.25,1000,4,0.9679494824999255,5.465650503141955,0.4656505031419549,5.552781251776371,0.5527812517763708,0.08713074863441594,0.42405801944776567,0.42405801944776567
feedback,0.25,1000,5,0.4461686866270184,5.378243751394277,0.3782437513942769,5.326431533286344,0.32643153328634433,0.05181221810793257,0.08604839586944113,0.08604839586944113
feedback,0.25,1000,6,0.6498564208005551,5.5798491351569846,0.5798491351569846,5.508873453434653,0.5088734534346528,0.07097568172233171,0.008276911899312012,0.008276911899312012
feedback,0.25,1000,7,0.22787908040445154,5.1003861911884725,0.10038619118847247,5.164816976845299,0.16481697684529895,0.06443078565682647,0.13679545717259867,0.13679545717259867
feedback,0.25,1000,8,0.4856385205064255,5.305426060315761,0.305426060315761,5.213406720915883,0.21340672091588342,0.09201933939987761,0.00036244103331206645,0.00036244103331206645
feedback,0.25,1000,9,0.6077657964957018,5.515009588284587,0.5150095882845873,5.405787348966824,0.40578734896682356,0.10922223931776376,0.010475963002879674,0.010475963002879674
feedback,0.25,1000,10,0.40454016657109365,5.223503265361529,0.2235032653615292,5.301685870676087,0.30168587067608676,0.07818260531455756,0.00436881801008937,0.00436881801008937
feedback,0.25,1000,11,0.49834569817106145,5.276088368242992,0.2760883682429922,5.245520797165206,0.2455207971652058,0.030567571077786404,0.02618345201111616,0.02618345201111616
feedback,0.25,1000,12,0.23229600756573454,5.15276552525836,0.15276552525835996,5.148316054050327,0.14831605405032722,0.00444947120803274,0.007463952243426775,0.007463952243426775
feedback,0.25,1000,13,0.5188589393537545,5.468951751499878,0.468951751499878,5.382796349471977,0.3827963494719766,0.0861554020279014,0.01412454000904173,0.01412454000904173
feedback,0.25,1000,14,0.21642578484219224,5.330242934316826,0.33024293431682583,5.378858685073639,0.37885868507363885,0.048615750756813014,0.2798676259041395,0.2798676259041395
feedback,0.25,1000,15,0.34804787230619044,5.372036717602909,0.37203671760290913,5.329658014430926,0.329658014430926,0.04237870317198311,0.12486517335446212,0.12486517335446212
feedback,0.25,1000,16,0.6000139492305969,5.49598759032659,0.4959875903265898,5.462114355234142,0.46211435523414224,0.03387323509244755,0.1475891806304892,0.1475891806304892
feedback,0.25,1000,17,0.49367928580116827,5.339972258470504,0.33997225847050405,5.307709894156666,0.30770989415666605,0.032262364313838,0.009672815834478321,0.009672815834478321
feedback,0.25,1000,18,0.4794170686600563,5.454976933000266,0.45497693300026576,5.281427232865664,0.2814272328656644,0.17354970013460136,0.06581132380422883,0.06581132380422883
feedback,0.25,1000,19,0.3543096805728032,5.114217057498225,0.11421705749822486,5.180630564953406,0.18063056495340568,0.06641350745518082,0.022121324010941912,0.022121324010941912
feedback,0.5,1000,0,0.5657128125271019,5.442171013435835,0.44217101343583476,5.460167702374786,0.4601677023747861,0.017996688938951344,0.15061917742332032,0.15061917742332032
feedback,0.5,1000,1,0.4219108564500119,5.482599799126905,0.48259979912690465,5.508687478142089,0.5086874781420887,0.02608767901518405,0.4416338649417062,0.4416338649417062
feedback,0.5,1000,2,0.541098736706358,5.5421151149692705,0.5421151149692705,5.536928908870779,0.5369289088707792,0.005186206098491297,0.17229141474527054,0.17229141474527054
feedback,0.5,1000,3,1.01452842818906,5.564184247523384,0.564184247523384,5.510382134681278,0.5103821346812776,0.05380211284210645,0.47723170847443175,0.47723170847443175
feedback,0.5,1000,4,0.5516506348741116,5.792514704098432,0.7925147040984317,5.806342423894506,0.806342423894506,0.013827719796074334,0.45188643078078883,0.45188643078078883
feedback,0.5,1000,5,0.8156831572558666,5.73699280905103,0.7369928090510296,5.731646363381193,0.7316463633811932,0.0053464456698364415,0.005717507285832646,0.005717507285832646
feedback,0.5,1000,6,0.8817372190359204,5.452208343244495,0.45220834324449477,5.4952327978207,0.49523279782069984,0.04302445457620507,0.3365150969213273,0.3365150969213273
feedback,0.5,1000,7,0.9996646434299371,5.402016573243045,0.40201657324304474,5.450888802028625,0.4508888020286248,0.04887222878558006,0.511936218574526,0.511936218574526
feedback,0.5,1000,8,0.6641483547625381,5.50691117685392,0.5069111768539196,5.340412194304355,0.34041219430435543,0.1664989825495642,0.05877343608974073,0.05877343608974073
feedback,0.5,1000,9,0.3700463231951848,5.584315756595006,0.5843157565950063,5.437570261634813,0.4375702616348134,0.14674549496019296,0.28966204864038847,0.28966204864038847
feedback,0.5,1000,10,0.8536595956910763,5.515939766762527,0.5159397667625267,5.577556928670552,0.5775569286705524,0.061617161908025686,0.31801531447844233,0.31801531447844233
