T,C_exo_total,C_exo_ratio,gamma,seed,regime,err_T,sum_dt,sum_kappa,gen_gap_traj,traj_emp_risk,traj_pop_risk,pop_mse_initial,pop_mse_final
800,4.088875143957577,0.005,0.0,0,mixed,0.09103093296289444,4.088875143957571,0.0,0.0008686644098610079,0.02410811717177909,0.02323945276191808,0.10191503375768662,0.02765505038201809
800,3.8106867026337707,0.005,0.0,1,mixed,0.05585519224405289,3.8006524088217084,0.0,0.0014869295709764897,0.022701969868055477,0.024188899439031967,0.09953393995761872,0.015541705060750248
800,3.915931302816341,0.005,0.0,2,mixed,0.054729998111724854,3.847619312424313,0.0,0.002013549908826507,0.02891768955824051,0.026904139649414002,0.20320087134838105,0.014283300600945951
800,3.888091783386453,0.005,0.0,3,mixed,0.08703913539648056,3.888091783386451,0.0,3.6483256753174625e-05,0.02546904924723936,0.025432565990486187,0.03954025194048882,0.02196357421576977
800,3.963527673065907,0.005,0.0,4,mixed,0.039795249700546265,3.9635276730659017,0.0,0.000740093092790526,0.025448696821804447,0.026188789914594973,0.2365881896018982,0.013649100661277773
800,3.638715968491225,0.005,0.0,5,mixed,0.04815257340669632,3.638715968491223,0.0,0.00045123832554707505,0.022564486958069382,0.022113248632522307,0.10456148743629456,0.013464625682681801
800,3.791826058537665,0.005,0.0,6,mixed,0.08440987765789032,3.7918260585376697,0.0,0.000871645401539365,0.025173572852609138,0.026045218254148503,0.1737733578681946,0.02421078108251095
800,3.8964762857181263,0.005,0.0,7,mixed,0.11225070059299469,3.8964762857181285,0.0,0.00026548118932288867,0.026269598536258574,0.026535079725581463,0.34182966709136964,0.03434469386935234
800,3.9559171279418806,0.005,0.0,8,mixed,0.09703445434570312,3.9559171279418766,0.0,0.0007784739533404986,0.028310576919264932,0.027532102965924433,0.18192749679088593,0.026059678047895433
800,4.397623328923162,0.005,0.0,9,mixed,0.0651315450668335,4.397623328923167,0.0,0.0006172680215606255,0.023008645681511383,0.02362591370307201,0.0684477074444294,0.01542454142123461
800,3.672768763975884,0.005,0.0,10,mixed,0.0922083929181099,3.4058310903935873,0.0,0.00015923388237173985,0.03179457762562048,0.03195381150799222,0.37495235562324525,0.023665260747075083
800,3.779951855457592,0.005,0.0,11,mixed,0.11963556706905365,3.779951855457594,0.0,0.0005805129964804243,0.02316462169042524,0.023745134686905665,0.16088805556297303,0.03527204528450966
800,4.088875143957577,0.005,0.01,0,mixed,0.10902146250009537,4.088875143957571,15.625013089442408,0.001705373703499359,0.02727466185990213,0.02556928815640277,0.10191503375768662,0.02805960200726986
800,3.8106867026337707,0.005,0.01,1,mixed,0.08649797737598419,3.8006524088217084,14.427339667507532,0.0013805869265162939,0.026165600185649795,0.02754618711216609,0.09953393995761872,0.018149160072207453
800,3.915931302816341,0.005,0.01,2,mixed,0.043620601296424866,3.847619312424313,14.40218336595903,0.0021235125573627715,0.03202161530213628,0.029898102744773506,0.20320087134838105,0.013180145518854262
800,3.888091783386453,0.005,0.01,3,mixed,0.09358859807252884,3.888091783386451,16.253436773250172,0.0007963708415507677,0.02750106249934728,0.02670469165779651,0.03954025194048882,0.021926951818168165
800,3.963527673065907,0.005,0.01,4,mixed,0.07736088335514069,3.9635276730659017,15.124359027755935,0.0012974582057766436,0.028085565235119434,0.029383023440896078,0.2365881896018982,0.020204651392996313
800,3.638715968491225,0.005,0.01,5,mixed,0.07882040739059448,3.638715968491223,15.0613192272701,3.551860319277872e-05,0.025488406603605823,0.025523925206798602,0.10456148743629456,0.017576794363558294
800,3.791826058537665,0.005,0.01,6,mixed,0.09013673663139343,3.7918260585376697,16.177965169586244,0.001498893370468133,0.028405925534147117,0.02990481890461525,0.1737733578681946,0.025615801326930525
800,3.8964762857181263,0.005,0.01,7,mixed,0.15332242846488953,3.8964762857181285,15.664097042538641,0.0008041683075816382,0.030896106956865923,0.03170027526444756,0.34182966709136964,0.0541945493221283
800,3.9559171279418806,0.005,0.01,8,mixed,0.10391609370708466,3.9559171279418766,17.185842870722716,8.214344548790331e-05,0.03154301127518963,0.031625154720677534,0.18192749679088593,0.03037133276462555
800,4.397623328923162,0.005,0.01,9,mixed,0.049023255705833435,4.397623328923167,14.671735421262634,3.738731536875872e-05,0.025757005983013448,0.02571961866764469,0.0684477074444294,0.019148718789219858
800,3.672768763975884,0.005,0.01,10,mixed,0.12356212735176086,3.4058310903935873,15.82993474704182,0.0003995568749093556,0.03513300928025213,0.03553256615516148,0.37495235562324525,0.03080470696091652
800,3.779951855457592,0.005,0.01,11,mixed,0.14251282811164856,3.779951855457594,17.185778910614495,0.0012781736731372478,0.02573903457646197,0.027017208249599217,0.16088805556297303,0.047367217242717745
800,8.177750287915154,0.01,0.0,0,mixed,0.07911671698093414,8.177750287915142,0.0,0.0008556421735557672,0.02410135329715568,0.023245711123599914,0.10191503375768662,0.024065101742744448
800,7.6213734052675415,0.01,0.0,1,mixed,0.055151209235191345,7.601304817643417,0.0,0.001724577073382482,0.02246001865156365,0.02418459572494613,0.09953393995761872,0.015470586940646174
800,7.831862605632682,0.01,0.0,2,mixed,0.05983521789312363,7.695238624848626,0.0,0.001991593212520827,0.028942461108023433,0.026950867895502606,0.20320087134838105,0.015378189962357285
800,7.776183566772906,0.01,0.0,3,mixed,0.08266038447618484,7.776183566772902,0.0,0.000171439814932884,0.025683197256787457,0.025511757441854573,0.03954025194048882,0.020884355753660204
800,7.927055346131814,0.01,0.0,4,mixed,0.03978687524795532,7.927055346131803,0.0,0.0008460231999904734,0.025457229326277434,0.026303252526267907,0.2365881896018982,0.013749650437384846
800,7.27743193698245,0.01,0.0,5,mixed,0.050899285823106766,7.277431936982446,0.0,0.0005266487513400052,0.02272063514735424,0.022193986396014234,0.10456148743629456,0.013705391194671394
800,7.58365211707533,0.01,0.0,6,mixed,0.09859803318977356,7.5836521170753395,0.0,0.000777405130035224,0.025450036112919013,0.026227441242954237,0.1737733578681946,0.028195440992712976
800,7.792952571436253,0.01,0.0,7,mixed,0.10952673852443695,7.792952571436257,0.0,0.00048096641471167753,0.026255405640454033,0.02673637205516571,0.34182966709136964,0.03401927672326565
800,7.911834255883761,0.01,0.0,8,mixed,0.09336142241954803,7.911834255883753,0.0,0.0005843067225690078,0.028390361403119024,0.027806054680550016,0.18192749679088593,0.024632221311330797
800,8.795246657846324,0.01,0.0,9,mixed,0.05778534710407257,8.795246657846334,0.0,0.000733775485694213,0.023044811781894388,0.0237785872675886,0.0684477074444294,0.014835104104131462
800,7.345537527951768,0.01,0.0,10,mixed,0.08933760970830917,6.811662180787175,0.0,0.0003032750581872523,0.031833522098958095,0.03213679715714535,0.37495235562324525,0.02325337402522564
800,7.559903710915184,0.01,0.0,11,mixed,0.12005879729986191,7.559903710915188,0.0,0.0004923785501593989,0.023215639887741658,0.023708018437901057,0.16088805556297303,0.034994879961013796
800,8.177750287915154,0.01,0.01,0,mixed,0.10708598792552948,8.177750287915142,15.625013089442408,0.0012312765931105467,0.02727025084860859,0.026038974255498042,0.10191503375768662,0.027478113994002344
800,7.6213734052675415,0.01,0.01,1,mixed,0.07767216116189957,7.601304817643417,14.427339667507532,0.0016794515411388752,0.026146524200004472,0.027825975741143347,0.09953393995761872,0.015459310952574017
800,7.831862605632682,0.01,0.01,2,mixed,0.04464583843946457,7.695238624848626,14.40218336595903,0.0019460167083639283,0.03207915883712533,0.030133142128761402,0.20320087134838105,0.013038215218111875
800,7.776183566772906,0.01,0.01,3,mixed,0.08898787200450897,7.776183566772902,16.253436773250172,0.0010842668801048193,0.0280080747235185,0.02692380784341368,0.03954025194048882,0.020867973789572718
800,7.927055346131814,0.01,0.01,4,mixed,0.06660155951976776,7.927055346131803,15.124359027755935,0.001369314756866486,0.02788106139809319,0.029250376154959675,0.2365881896018982,0.018660213090479376
800,7.27743193698245,0.01,0.01,5,mixed,0.08344106376171112,7.277431936982446,15.0613192272701,0.00022468907398506127,0.025513283824003162,0.0252885947500181,0.10456148743629456,0.017852334529161455
800,7.58365211707533,0.01,0.01,6,mixed,0.1028047427535057,7.5836521170753395,16.177965169586244,0.001318251935086577,0.028923662693045214,0.03024191462813179,0.1737733578681946,0.03009962871670723
800,7.792952571436253,0.01,0.01,7,mixed,0.15222209692001343,7.792952571436257,15.664097042538641,0.0004497027868501091,0.03142588635529595,0.03187558914214606,0.34182966709136964,0.054423874467611315
800,7.911834255883761,0.01,0.01,8,mixed,0.10471786558628082,7.911834255883753,17.185842870722716,0.0002979435467995624,0.030837281585160737,0.030539338038361175,0.18192749679088593,0.030214881747961046
800,8.795246657846324,0.01,0.01,9,mixed,0.04919816553592682,8.795246657846334,14.671735421262634,8.625773976730922e-05,0.02586991957055929,0.02578366183079198,0.0684477074444294,0.019940592572093012
800,7.345537527951768,0.01,0.01,10,mixed,0.11113984882831573,6.811662180787175,15.82993474704182,0.0005491601337382288,0.03547434262065854,0.036023502754396766,0.37495235562324525,0.02694682613015175
800,7.559903710915184,0.01,0.01,11,mixed,0.13821429014205933,7.559903710915188,17.185778910614495,0.0008052851841631251,0.025849239590185712,0.026654524774348837,0.16088805556297303,0.0452720357477665
800,16.35550057583031,0.02,0.0,0,mixed,0.08019936084747314,16.355500575830284,0.0,0.0007330010394641304,0.024435702808898636,0.023702701769434505,0.10191503375768662,0.02201420370489359
800,15.242746810535083,0.02,0.0,1,mixed,0.054516859352588654,15.202609635286834,0.0,0.0015879518502404204,0.02262014439256041,0.02420809624280083,0.09953393995761872,0.016145480554550888
800,15.663725211265364,0.02,0.0,2,mixed,0.050973307341337204,15.390477249697252,0.0,0.001627230115185542,0.028839861496738915,0.027212631381553373,0.20320087134838105,0.014918248392641546
800,15.552367133545811,0.02,0.0,3,mixed,0.07594947516918182,15.552367133545804,0.0,0.0006646249866414378,0.025941510580126063,0.025276885593484625,0.03954025194048882,0.019748883545398714
800,15.854110692263628,0.02,0.0,4,mixed,0.038881056010723114,15.854110692263607,0.0,0.0008725790918776982,0.02573960305985225,0.02661218215172995,0.2365881896018982,0.013815934294834735
800,14.5548638739649,0.02,0.0,5,mixed,0.06179235875606537,14.554863873964893,0.0,0.0007171299143330992,0.02307173113520117,0.022354601220868072,0.10456148743629456,0.01471021141856909
800,15.16730423415066,0.02,0.0,6,mixed,0.10418355464935303,15.167304234150679,0.0,0.0010424840631676792,0.026151954330030983,0.027194438393198662,0.1737733578681946,0.0322308486700058
800,15.585905142872505,0.02,0.0,7,mixed,0.10793720930814743,15.585905142872514,0.0,0.0005243213775316322,0.026916347539729442,0.027440668917261074,0.34182966709136964,0.034105777963995935
800,15.823668511767522,0.02,0.0,8,mixed,0.08666148781776428,15.823668511767506,0.0,0.0008308381284861631,0.028691791046321847,0.027860952917835684,0.18192749679088593,0.02257886365056038
800,17.590493315692648,0.02,0.0,9,mixed,0.05290231853723526,17.59049331569267,0.0,0.0008043741057544192,0.02372108654777649,0.02452546065353091,0.0684477074444294,0.01774023961275816
800,14.691075055903536,0.02,0.0,10,mixed,0.09974537789821625,13.62332436157435,0.0,0.0005018762457770706,0.03196372937824304,0.03246560562402011,0.37495235562324525,0.024727072790265085
800,15.119807421830368,0.02,0.0,11,mixed,0.11842694878578186,15.119807421830377,0.0,0.000467682918107816,0.02320008479508784,0.023667767713195655,0.16088805556297303,0.03513248659670353
800,16.35550057583031,0.02,0.01,0,mixed,0.11220023781061172,16.355500575830284,15.625013089442408,0.001263131965547195,0.027325433463861105,0.02606230149831391,0.10191503375768662,0.028147833645343782
800,15.242746810535083,0.02,0.01,1,mixed,0.08165854215621948,15.202609635286834,14.427339667507532,0.0008530932367170688,0.027011349886390715,0.027864443123107784,0.09953393995761872,0.016159664131700995
800,15.663725211265364,0.02,0.01,2,mixed,0.05774310976266861,15.390477249697252,14.40218336595903,0.002388380901577603,0.03244109880066636,0.030052717899088758,0.20320087134838105,0.015233997479081156
800,15.552367133545811,0.02,0.01,3,mixed,0.08689998835325241,15.552367133545804,16.253436773250172,0.0012465136932634999,0.028171239169100984,0.026924725475837484,0.03954025194048882,0.020636672377586367
800,15.854110692263628,0.02,0.01,4,mixed,0.0628398060798645,15.854110692263607,15.124359027755935,0.0012811197899277454,0.02810727705829823,0.029388396848225976,0.2365881896018982,0.01703968480229378
800,14.5548638739649,0.02,0.01,5,mixed,0.08293754607439041,14.554863873964893,15.0613192272701,0.0008847406557448249,0.025790112676184078,0.024905372020439253,0.10456148743629456,0.018160004392266275
800,15.16730423415066,0.02,0.01,6,mixed,0.1190057247877121,15.167304234150679,16.177965169586244,0.0013619032228586424,0.030466476612783778,0.03182837983564242,0.1737733578681946,0.04170779719948769
800,15.585905142872505,0.02,0.01,7,mixed,0.14697474241256714,15.585905142872514,15.664097042538641,0.00023325598373116763,0.032444337240485094,0.03267759322421626,0.34182966709136964,0.052682364583015444
800,15.823668511767522,0.02,0.01,8,mixed,0.10050921887159348,15.823668511767506,17.185842870722716,6.513967393309561e-05,0.031248325146917555,0.03131346482085065,0.18192749679088593,0.026046496108174326
800,17.590493315692648,0.02,0.01,9,mixed,0.06627586483955383,17.59049331569267,14.671735421262634,0.0009643638302819571,0.025501052804464415,0.026465416634746372,0.0684477074444294,0.022445925734937193
800,14.691075055903536,0.02,0.01,10,mixed,0.1138136088848114,13.62332436157435,15.82993474704182,0.0010847089475482519,0.03521602556798647,0.03630073451553472,0.37495235562324525,0.026916207969188692
800,15.119807421830368,0.02,0.01,11,mixed,0.13572551310062408,15.119807421830377,17.185778910614495,0.0016056243564820695,0.02581196560783393,0.027417589964316,0.16088805556297303,0.04481533378362656
800,32.71100115166062,0.04,0.0,0,mixed,0.08682027459144592,32.71100115166057,0.0,0.00010156281970446351,0.025052094814659753,0.025153657634364217,0.10191503375768662,0.020099500417709353
800,30.485493621070166,0.04,0.0,1,mixed,0.06996096670627594,30.405219270573667,0.0,0.0017282269187910114,0.02379432251123381,0.02552254943002482,0.09953393995761872,0.02093314774334431
800,31.327450422530728,0.04,0.0,2,mixed,0.059522856026887894,30.780954499394504,0.0,0.0008358466764912358,0.028722728821449026,0.02788688214495779,0.20320087134838105,0.01872586015611887
800,31.104734267091622,0.04,0.0,3,mixed,0.06336319446563721,31.104734267091608,0.0,0.0013488722555717834,0.02671315723486771,0.025364284979295926,0.03954025194048882,0.017621865253895523
800,31.708221384527256,0.04,0.0,4,mixed,0.049821846187114716,31.708221384527214,0.0,0.0005755370618556951,0.027212830421006983,0.027788367482862678,0.2365881896018982,0.016197878625243904
800,29.1097277479298,0.04,0.0,5,mixed,0.0758545994758606,29.109727747929785,0.0,0.0009760227632782219,0.02455491108404974,0.02357888832077152,0.10456148743629456,0.015978656932711603
800,30.33460846830132,0.04,0.0,6,mixed,0.12382928282022476,30.334608468301358,0.0,0.0012267711652697195,0.027636479733160413,0.028863250898430132,0.1737733578681946,0.04020734712481499
800,31.17181028574501,0.04,0.0,7,mixed,0.10798006504774094,31.17181028574503,0.0,0.0002435602103642194,0.029404823172809284,0.029648383383173504,0.34182966709136964,0.03524027787148953
800,31.647337023535044,0.04,0.0,8,mixed,0.07542379200458527,31.647337023535012,0.0,0.0009524357692905286,0.030291771190390795,0.029339335421100267,0.18192749679088593,0.016990609224885704
800,35.180986631385295,0.04,0.0,9,mixed,0.08429507911205292,35.18098663138534,0.0,0.0014004784180872212,0.02518591977901794,0.026586398197105163,0.0684477074444294,0.03318823151290417
800,29.38215011180707,0.04,0.0,10,mixed,0.08561649918556213,27.2466487231487,0.0,0.0010750762432601424,0.0323014893046909,0.03337656554795104,0.37495235562324525,0.020557129047811033
800,30.239614843660735,0.04,0.0,11,mixed,0.10671959072351456,30.239614843660753,0.0,0.0004649195222237411,0.02480585324124599,0.025270772763469732,0.16088805556297303,0.03187906950712204
800,32.71100115166062,0.04,0.01,0,mixed,0.10032983124256134,32.71100115166057,15.625013089442408,0.00013444602001066314,0.02856813197845435,0.028433685958443686,0.10191503375768662,0.024265948906540873
800,30.485493621070166,0.04,0.01,1,mixed,0.08675722032785416,30.405219270573667,14.427339667507532,0.001086468174690252,0.02763665654179887,0.02872312471648912,0.09953393995761872,0.01890917703509331
800,31.327450422530728,0.04,0.01,2,mixed,0.06184852123260498,30.780954499394504,14.40218336595903,0.0020898861719061204,0.032770541789813305,0.030680655617907185,0.20320087134838105,0.01864058453589678
800,31.104734267091622,0.04,0.01,3,mixed,0.0734860748052597,31.104734267091608,16.253436773250172,0.0013209927915536837,0.028823984395823173,0.02750299160426949,0.03954025194048882,0.018955989964306356
800,31.708221384527256,0.04,0.01,4,mixed,0.061725035309791565,31.708221384527214,15.124359027755935,0.0011700450725896025,0.029737561138377465,0.030907606210967067,0.2365881896018982,0.017177439983934166
800,29.1097277479298,0.04,0.01,5,mixed,0.08548575639724731,29.109727747929785,15.0613192272701,0.0014184053794493237,0.027044242717460813,0.02562583733801149,0.10456148743629456,0.01881573744118214
800,30.33460846830132,0.04,0.01,6,mixed,0.1337994486093521,30.334608468301358,16.177965169586244,0.001294276442467393,0.0326868530671623,0.03398112950962969,0.1737733578681946,0.044008875489234926
800,31.17181028574501,0.04,0.01,7,mixed,0.12598423659801483,31.17181028574503,15.664097042538641,0.0008096255956171125,0.03576063365563286,0.03495100806001575,0.34182966709136964,0.045180099308490755
800,31.647337023535044,0.04,0.01,8,mixed,0.087161123752594,31.647337023535012,17.185842870722716,0.000248786582284978,0.032950409429519815,0.03270162284723484,0.18192749679088593,0.02749606989324093
800,35.180986631385295,0.04,0.01,9,mixed,0.10197636485099792,35.18098663138534,14.671735421262634,0.0008099911905181008,0.02791093941133043,0.02872093060184853,0.0684477074444294,0.034627773091197016
800,29.38215011180707,0.04,0.01,10,mixed,0.10999831557273865,27.2466487231487,15.82993474704182,0.0013220091839727804,0.035978850233618936,0.03730085941759172,0.37495235562324525,0.027323447391390802
800,30.239614843660735,0.04,0.01,11,mixed,0.1241568922996521,30.239614843660753,17.185778910614495,0.0013045600096734597,0.027827050460684833,0.029131610470358293,0.16088805556297303,0.042364949584007265
800,65.42200230332124,0.08,0.0,0,mixed,0.11199574172496796,65.42200230332114,0.0,0.0011327183107931252,0.029103828596897238,0.030236546907690363,0.10191503375768662,0.023766564428806307
800,60.97098724214033,0.08,0.0,1,mixed,0.10594432055950165,60.810438541147334,0.0,0.0009939867440216833,0.02877588567656218,0.029769872420583862,0.09953393995761872,0.034875743314623835
800,62.654900845061455,0.08,0.0,2,mixed,0.08535290509462357,61.56190899878901,0.0,0.00011230539097652203,0.03236524306343256,0.03225293767245604,0.20320087134838105,0.027399245873093607
800,62.209468534183245,0.08,0.0,3,mixed,0.0652703195810318,62.209468534183216,0.0,0.0015352324095865462,0.029568289172820172,0.028033056763233626,0.03954025194048882,0.01786340516060591
800,63.41644276905451,0.08,0.0,4,mixed,0.09623484313488007,63.41644276905443,0.0,0.0008684127951803094,0.031388623020966226,0.032257035816146536,0.2365881896018982,0.028198831006884577
800,58.2194554958596,0.08,0.0,5,mixed,0.0719916969537735,58.21945549585957,0.0,0.0017274795557933563,0.029922610977464615,0.02819513142167126,0.10456148743629456,0.01688676442950964
800,60.66921693660264,0.08,0.0,6,mixed,0.14141753315925598,60.669216936602716,0.0,0.0008642935349093064,0.0336509486342362,0.034515242169145505,0.1737733578681946,0.05043352231383324
800,62.34362057149002,0.08,0.0,7,mixed,0.1394048035144806,62.34362057149006,0.0,0.0014144024470054348,0.038430589726956274,0.03701618727995084,0.34182966709136964,0.047847623229026796
800,63.29467404707009,0.08,0.0,8,mixed,0.10302907228469849,63.294674047070025,0.0,0.0002877237688365397,0.035134181159649704,0.034846457390813164,0.18192749679088593,0.02510370895266533
800,70.36197326277059,0.08,0.0,9,mixed,0.11485275626182556,70.36197326277068,0.0,0.0023894841718631113,0.03220656047488757,0.03459604464675068,0.0684477074444294,0.0418254716694355
800,58.76430022361414,0.08,0.0,10,mixed,0.10535873472690582,54.4932974462974,0.0,0.0015507991506142696,0.03561719340719217,0.03716799255780644,0.37495235562324525,0.026087792813777926
800,60.47922968732147,0.08,0.0,11,mixed,0.10903339087963104,60.47922968732151,0.0,0.00069355200801351,0.02872285261313824,0.02941640462115175,0.16088805556297303,0.03460446022450924
800,65.42200230332124,0.08,0.01,0,mixed,0.11795596033334732,65.42200230332114,15.625013089442408,0.0008661811383408741,0.03320953429756079,0.03407571543590166,0.10191503375768662,0.024206276275217535
800,60.97098724214033,0.08,0.01,1,mixed,0.12302759289741516,60.810438541147334,14.427339667507532,0.0015249586043560234,0.03361115583341734,0.03513611443777336,0.09953393995761872,0.036105213910341265
800,62.654900845061455,0.08,0.01,2,mixed,0.0814700722694397,61.56190899878901,14.40218336595903,0.0001915126250784452,0.034951740500164,0.03476022787508556,0.20320087134838105,0.025559880994260313
800,62.209468534183245,0.08,0.01,3,mixed,0.07678067684173584,62.209468534183216,16.253436773250172,0.001635389292243123,0.03238483290104494,0.03074944360880182,0.03954025194048882,0.019163944981992247
800,63.41644276905451,0.08,0.01,4,mixed,0.08547865599393845,63.41644276905443,15.124359027755935,0.0007451831972825479,0.03497982138375351,0.03572500458103606,0.2365881896018982,0.02752026379108429
800,58.2194554958596,0.08,0.01,5,mixed,0.08037109673023224,58.21945549585957,15.0613192272701,0.0012293443276513646,0.03286646438769199,0.03163712006004062,0.10456148743629456,0.020405457578599455
800,60.66921693660264,0.08,0.01,6,mixed,0.1636665314435959,60.669216936602716,16.177965169586244,0.0011347982624155123,0.039445818142352575,0.04058061640476809,0.1737733578681946,0.06015023797750473
800,62.34362057149002,0.08,0.01,7,mixed,0.15581606328487396,62.34362057149006,15.664097042538641,0.0026665684266408626,0.04673966174915403,0.04407309332251317,0.34182966709136964,0.05914112389087677
800,63.29467404707009,0.08,0.01,8,mixed,0.11309340596199036,63.294674047070025,17.185842870722716,0.0008579530746975969,0.037364139229797574,0.03822209230449517,0.18192749679088593,0.0336124899238348
800,70.36197326277059,0.08,0.01,9,mixed,0.14949706196784973,70.36197326277068,14.671735421262634,0.0017280311582159452,0.03650837925966911,0.03823641041788506,0.0684477074444294,0.054928625226020815
800,58.76430022361414,0.08,0.01,10,mixed,0.13264396786689758,54.4932974462974,15.82993474704182,0.0006400042760661209,0.04152675274817643,0.04216675702424255,0.37495235562324525,0.035632238015532496
800,60.47922968732147,0.08,0.01,11,mixed,0.13693860173225403,60.47922968732151,17.185778910614495,0.0004499564122747435,0.03299872971364635,0.03344868612592109,0.16088805556297303,0.050947679430246355
1600,4.088875143957577,0.0025,0.0,0,mixed,0.05099836364388466,4.046781250287167,0.0,0.0008260342455422148,0.022460133744129827,0.021634099498587613,0.10191503375768662,0.015425996612757446
1600,3.8106867026337707,0.0025,0.0,1,mixed,0.06610561162233353,3.798848872597788,0.0,0.0008428580049157919,0.021631600869141964,0.022474458874057756,0.09953393995761872,0.018418703451752665
1600,3.915931302816341,0.0025,0.0,2,mixed,0.06959940493106842,3.9159313028163383,0.0,0.0002941818590855329,0.02461643216566273,0.024322250306577198,0.20320087134838105,0.017381882518529894
