C_exo,gamma,T,regime,mean_err_T,se_err_T,n,mean_sum_dt,se_sum_dt,mean_sum_kappa,se_sum_kappa,mean_gen_gap_traj,se_gen_gap_traj,mean_traj_gap_abs,se_traj_gap_abs,mean_traj_emp_risk,se_traj_emp_risk,mean_traj_emp_risk_excess,se_traj_emp_risk_excess,mean_traj_pop_risk,se_traj_pop_risk,mean_traj_pop_risk_excess,se_traj_pop_risk_excess,mean_pop_mse_initial,se_pop_mse_initial,mean_pop_mse_final,se_pop_mse_final,mean_C_over_T(alpha_opt)
8.0,0.0,2000,exogenous-only,0.11400890313769402,0.006256056101313301,12,7.9999999999957465,1.2689964405257702e-14,0.0,0.0,0.07289832970860129,0.010471098066076608,0.02908615692652239,0.005407876112936415,5.014753932613856,0.024181803254737268,0.01475393261385675,0.024181803254737264,5.025311934245032,0.0018951320979202384,0.025311934245031493,0.0018951320979202384,5.0,0.0,5.013469659898704,0.0015019607988567077,0.003999999999997873
8.0,0.01,2000,mixed,0.11817918824323027,0.010443067766772915,12,7.9999999999957465,1.2689964405257702e-14,0.4751531852620741,0.02743121799586054,0.07213692565711671,0.010453287241842142,0.031216090454557532,0.006805912015925726,5.02562168214357,0.023640976646605878,0.02562168214357019,0.023640976646605878,5.035716305470729,0.002759420584398581,0.03571630547072827,0.002759420584398581,5.0,0.0,5.015063617259044,0.0024103819320083764,0.006066057702802216
8.0,0.02,2000,mixed,0.15041533324168435,0.014052254316415607,12,7.9999999999957465,1.2689964405257702e-14,0.9156559202152627,0.047776028817676675,0.07181118893027898,0.010755951085200641,0.0354475123860305,0.006677104727197198,5.037996141354555,0.02398785426612961,0.03799614135455598,0.023987854266129614,5.046672112553658,0.00458951791899623,0.04667211255365763,0.00458951791899623,5.0,0.0,5.024826382996405,0.004500509730438524,0.007981448563866192
8.0,0.04,2000,mixed,0.23321215531839246,0.027525470965256274,12,7.9999999999957465,1.2689964405257702e-14,1.8280580268294473,0.09646892203559478,0.07148136266152123,0.011917933623383462,0.045657890013355885,0.010392113556130329,5.064720353550681,0.02520237778954754,0.06472035355068011,0.025202377789547536,5.072288027316053,0.007141072249842051,0.07228802731605288,0.007141072249842051,5.0,0.0,5.062680359546652,0.01703935205885886,0.011948748918562159
8.0,0.08,2000,mixed,0.3643074161060842,0.03258607774933223,12,7.9999999999957465,1.2689964405257702e-14,3.6374344552790396,0.17017919072961424,0.07617688231246016,0.0118515630500537,0.06702740194497474,0.019456056781147684,5.1134267594573295,0.03064795586705087,0.11342675945732861,0.030647955867050873,5.123007981546157,0.015071206282957468,0.12300798154615615,0.015071206282957467,5.0,0.0,5.143770875138388,0.023850990917105394,0.01981626664383852
16.0,0.0,2000,exogenous-only,0.21233954109575967,0.012708217357288411,12,15.999999999991493,2.5379928810515404e-14,0.0,0.0,0.0742666543147618,0.010327153591227694,0.03854484183307242,0.006403263165529388,5.030463270246775,0.024283764416278903,0.030463270246775087,0.0242837644162789,5.040854335464941,0.0026449689922355916,0.04085433546494014,0.0026449689922355916,5.0,0.0,5.047065509671951,0.005423592296187585,0.007999999999995747
16.0,0.01,2000,mixed,0.1848145152397215,0.019173171217234077,12,15.999999999991493,2.5379928810515404e-14,0.6062795296291777,0.03722971729547488,0.07398218815034847,0.010218118357468876,0.03778422635325026,0.00994715898331352,5.040437953641813,0.02321245806699608,0.04043795364181298,0.02321245806699608,5.050666044452707,0.004629329953546359,0.05066604445270643,0.004629329953546358,5.0,0.0,5.037867706166735,0.007488016560656661,0.010636220341341183
16.0,0.02,2000,mixed,0.21170519425475473,0.017890053173804966,12,15.999999999991493,2.5379928810515404e-14,1.0605287457543153,0.058000227413800565,0.07363280082174646,0.010516732581506072,0.03930260592321888,0.008625929021016708,5.051853906562461,0.023857341297499054,0.051853906562460285,0.023857341297499054,5.060724637076581,0.006128491269427644,0.06072463707658186,0.006128491269427645,5.0,0.0,5.048256310110288,0.00769236774595451,0.0126113835541281
16.0,0.04,2000,mixed,0.3012235648083957,0.038041626449387425,12,15.999999999991493,2.5379928810515404e-14,1.9893630155665936,0.10298840778416296,0.07304244975584802,0.011759399668386924,0.06365651893778579,0.02190117972616586,5.078813573358482,0.025822159076049324,0.07881357335848198,0.025822159076049317,5.086421034515645,0.00985375387419629,0.08642103451564509,0.00985375387419629,5.0,0.0,5.106514577076049,0.03137909403217602,0.016650134124043467
16.0,0.08,2000,mixed,0.401870533784358,0.03703801324932821,12,15.999999999991493,2.5379928810515404e-14,3.823820897804635,0.16773273908598624,0.07721508061570481,0.011756689908707058,0.08554967572197529,0.02659220352499931,5.1275435372796885,0.030546108008397257,0.12754353727968795,0.030546108008397257,5.136954028529627,0.01538472499972444,0.13695402852962793,0.01538472499972444,5.0,0.0,5.175314255174332,0.02912119374754885,0.024626710848405727
32.0,0.0,2000,exogenous-only,0.41703294491137877,0.02673514771342823,12,31.999999999982986,5.075985762103081e-14,0.0,0.0,0.07700330352708244,0.010300200201003647,0.09644853396328013,0.021924490641692364,5.093415830383249,0.025338704035582076,0.09341583038324797,0.025338704035582076,5.103473022775394,0.007879642886905827,0.10347302277539432,0.007879642886905827,5.0,0.0,5.182664244388574,0.021953102179396895,0.015999999999991493
32.0,0.01,2000,mixed,0.35895384417078985,0.037429233085580986,12,31.999999999982986,5.075985762103081e-14,0.9396138895476378,0.06761384441376066,0.07767271313681312,0.009939444011583573,0.09051222949315485,0.02355727485492927,5.101981516425644,0.024445684129538906,0.10198151642564346,0.024445684129538906,5.112476542204008,0.014517297146793095,0.11247654220400742,0.014517297146793092,5.0,0.0,5.143177367845755,0.029552324840238394,0.020085622435819444
32.0,0.02,2000,mixed,0.3803599217478761,0.030507476173055617,12,31.999999999982986,5.075985762103081e-14,1.4973706799472657,0.09254198530777423,0.07727602460468257,0.010178633112646886,0.07383382546671362,0.01951178342596369,5.111074103468343,0.02500038619786936,0.11107410346834239,0.02500038619786936,5.120334352612505,0.013534607654544917,0.12033435261250418,0.013534607654544917,5.0,0.0,5.154431159490314,0.022137081015243927,0.022510856547342844
32.0,0.04,2000,mixed,0.4825922278029478,0.060317833621807065,12,31.999999999982986,5.075985762103081e-14,2.525212559262516,0.1329758389744943,0.07616462394450167,0.011627888225712148,0.1628637506192853,0.05763377968499971,5.137956190632158,0.02917275685326406,0.13795619063215825,0.02917275685326406,5.1456432265729015,0.019420423520847562,0.14564322657290227,0.019420423520847562,5.0,0.0,5.272566560078434,0.07674873256868743,0.026980111301160584
32.0,0.08,2000,mixed,0.5210027904933451,0.04174899194877859,12,31.999999999982986,5.075985762103081e-14,4.446590124438232,0.16952197602824848,0.07929147722219243,0.01183430032577404,0.13102050894205494,0.04916170975947172,5.183060286512554,0.03117487009548843,0.1830602865125539,0.03117487009548843,5.192129316084719,0.017861474767075877,0.19212931608471942,0.01786147476707588,5.0,0.0,5.287339932781914,0.046818239374942686,0.03533463157305403
